,movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us
439,Frost/Nixon,(2008),R,tt0870111,122 min,"
Biography, Drama, History            ",80        ,7.7,"103,547",$18.59M
440,Into the Wild,(2007),R,tt0758758,148 min,"
Adventure, Biography, Drama            ",73        ,8.1,"575,139",$18.35M
441,Only the Brave,(2017),PG-13,tt3829920,134 min,"
Action, Biography, Drama            ",72        ,7.6,"58,818",$18.34M
442,Crimes and Misdemeanors,(1989),PG-13,tt0097123,104 min,"
Comedy, Drama            ",77        ,7.9,"54,826",$18.25M
443,Call Me by Your Name,(2017),R,tt5726616,132 min,"
Drama, Romance            ",93        ,7.9,"215,241",$18.10M
444,The Perks of Being a Wallflower,(2012),PG-13,tt1659337,103 min,"
Drama, Romance            ",67        ,8.0,"463,965",$17.74M
445,Nebraska,(2013),R,tt1821549,115 min,"
Adventure, Comedy, Drama            ",87        ,7.7,"112,608",$17.65M
446,The Last King of Scotland,(2006),R,tt0455590,123 min,"
Biography, Drama, History            ",74        ,7.7,"175,834",$17.61M
447,Cat on a Hot Tin Roof,(1958),Not Rated,tt0051459,108 min,"
Drama            ",84        ,8.0,"45,250",$17.57M
448,Wait Until Dark,(1967),Not Rated,tt0062467,108 min,"
Thriller            ",81        ,7.8,"27,812",$17.55M
449,The Big Lebowski,(1998),R,tt0118715,117 min,"
Comedy, Crime, Sport            ",71        ,8.1,"735,148",$17.50M
450,A Bronx Tale,(1993),R,tt0106489,121 min,"
Crime, Drama, Romance            ",80        ,7.8,"128,665",$17.27M
451,Eastern Promises,(2007),R,tt0765443,100 min,"
Action, Crime, Drama            ",82        ,7.6,"228,461",$17.11M
452,Kung Fu Hustle,(2004),R,tt0373074,99 min,"
Action, Comedy, Fantasy            ",78        ,7.7,"127,630",$17.11M
453,Rushmore,(1998),R,tt0128445,93 min,"
Comedy, Drama, Romance            ",86        ,7.7,"169,685",$17.11M
454,The Motorcycle Diaries,(2004),R,tt0318462,126 min,"
Adventure, Biography, Drama            ",75        ,7.8,"96,893",$16.76M
455,Trainspotting,(1996),R,tt0117951,93 min,"
Drama            ",83        ,8.1,"636,488",$16.50M
456,21 Grams,(2003),R,tt0315733,124 min,"
Crime, Drama, Thriller            ",70        ,7.6,"225,037",$16.29M
457,Cool Hand Luke,(1967),GP,tt0061512,127 min,"
Crime, Drama            ",92        ,8.1,"162,599",$16.22M
458,The Day of the Jackal,(1973),PG,tt0069947,143 min,"
Crime, Drama, Thriller            ",80        ,7.8,"37,620",$16.06M
459,The French Connection,(1971),R,tt0067116,104 min,"
Action, Crime, Drama            ",94        ,7.7,"110,510",$15.63M
460,In America,(2002),PG-13,tt0298845,105 min,"
Drama            ",76        ,7.7,"40,437",$15.54M
461,About Time,(I) (2013),R,tt2194499,123 min,"
Comedy, Drama, Fantasy            ",55        ,7.8,"305,297",$15.32M
462,Ponyo,(2008),G,tt0876563,101 min,"
Animation, Adventure, Comedy            ",86        ,7.7,"126,134",$15.09M
463,American Psycho,(2000),R,tt0144084,101 min,"
Comedy, Crime, Drama            ",64        ,7.6,"493,812",$15.07M
464,For a Few Dollars More,(1965),R,tt0059578,132 min,"
Western            ",74        ,8.2,"233,719",$15.00M
465,My Left Foot,(1989),R,tt0097937,103 min,"
Biography, Drama            ",97        ,7.9,"68,396",$14.74M
466,Room,(I) (2015),R,tt3170832,118 min,"
Drama, Thriller            ",86        ,8.1,"373,803",$14.68M
467,A Fistful of Dollars,(1964),R,tt0058461,99 min,"
Action, Drama, Western            ",65        ,8.0,"198,921",$14.50M
468,Dark City,(1998),R,tt0118929,100 min,"
Mystery, Sci-Fi, Thriller            ",66        ,7.6,"188,308",$14.38M
469,The Thing,(1982),R,tt0084787,109 min,"
Horror, Mystery, Sci-Fi            ",57        ,8.1,"372,672",$13.78M
470,A Hard Day's Night,(1964),G,tt0058182,87 min,"
Comedy, Musical            ",96        ,7.6,"40,496",$13.78M
471,Letters from Iwo Jima,(2006),R,tt0498380,141 min,"
Action, Adventure, Drama            ",89        ,7.9,"154,270",$13.76M
472,Warrior,(2011),PG-13,tt1291584,140 min,"
Action, Drama, Sport            ",71        ,8.2,"437,401",$13.66M
473,Y Tu Mamá También,(2001),R,tt0245574,106 min,"
Drama            ",88        ,7.6,"116,151",$13.62M
474,Shaun of the Dead,(2004),R,tt0365748,99 min,"
Comedy, Horror            ",76        ,7.9,"513,632",$13.54M
475,Charade,(1963),Passed,tt0056923,113 min,"
Comedy, Mystery, Romance            ",83        ,7.9,"69,112",$13.47M
476,Secrets & Lies,(1996),R,tt0117589,136 min,"
Comedy, Drama            ",91        ,8.0,"37,747",$13.42M
477,North by Northwest,(1959),Approved,tt0053125,136 min,"
Adventure, Mystery, Thriller            ",98        ,8.3,"300,245",$13.28M
478,The Intouchables,(2011),R,tt1675434,112 min,"
Biography, Comedy, Drama            ",57        ,8.5,"764,640",$13.18M
479,The Peanut Butter Falcon,(2019),PG-13,tt4364194,97 min,"
Adventure, Comedy, Drama            ",70        ,7.6,"67,952",$13.12M
480,Whiplash,(2014),R,tt2582802,106 min,"
Drama, Music            ",88        ,8.5,"721,830",$13.09M
481,25th Hour,(2002),R,tt0307901,135 min,"
Drama            ",68        ,7.6,"170,021",$13.06M
482,Rio Bravo,(1959),Passed,tt0053221,141 min,"
Action, Drama, Western            ",93        ,8.0,"56,480",$12.54M
483,Mad Max 2: The Road Warrior,(1981),R,tt0082694,96 min,"
Action, Adventure, Sci-Fi            ",77        ,7.6,"167,016",$12.47M
484,Dangal,(2016),Not Rated,tt5074352,161 min,"
Action, Biography, Drama            ",--,8.4,"157,650",$12.39M
485,Gattaca,(1997),PG-13,tt0119177,106 min,"
Drama, Sci-Fi, Thriller            ",64        ,7.8,"281,579",$12.34M
486,True Romance,(1993),R,tt0108399,119 min,"
Crime, Drama, Romance            ",59        ,7.9,"207,640",$12.28M
487,The Great Escape,(1963),Approved,tt0057115,172 min,"
Adventure, Drama, History            ",86        ,8.2,"225,492",$12.10M
488,The Wild Bunch,(1969),R,tt0065214,135 min,"
Action, Adventure, Western            ",97        ,7.9,"77,570",$12.06M
489,Cinema Paradiso,(1988),R,tt0095765,155 min,"
Drama, Romance            ",80        ,8.5,"231,978",$11.99M
490,Anatomy of a Murder,(1959),Not Rated,tt0052561,161 min,"
Crime, Drama, Mystery            ",95        ,8.0,"60,029",$11.90M
491,Zelig,(1983),PG,tt0086637,79 min,"
Comedy            ",--,7.7,"39,970",$11.80M
492,Das Boot,(1981),R,tt0082096,149 min,"
Adventure, Drama, Thriller            ",86        ,8.3,"232,728",$11.49M
493,The Birds,(1963),PG-13,tt0056869,119 min,"
Drama, Horror, Mystery            ",90        ,7.7,"172,280",$11.40M
494,The Lives of Others,(2006),R,tt0405094,137 min,"
Drama, Mystery, Thriller            ",89        ,8.4,"360,169",$11.29M
495,The Red Shoes,(1948),Not Rated,tt0040725,135 min,"
Drama, Music, Romance            ",--,8.1,"31,089",$10.90M
496,Office Space,(1999),R,tt0151804,89 min,"
Comedy            ",68        ,7.7,"242,263",$10.82M
497,Glengarry Glen Ross,(1992),R,tt0104348,100 min,"
Crime, Drama, Mystery            ",82        ,7.7,"96,138",$10.73M
498,Fear and Loathing in Las Vegas,(1998),R,tt0120669,118 min,"
Adventure, Comedy, Drama            ",41        ,7.6,"260,387",$10.68M
499,The Purple Rose of Cairo,(1985),PG,tt0089853,82 min,"
Comedy, Fantasy, Romance            ",75        ,7.7,"47,214",$10.63M
500,PK,(2014),Not Rated,tt2338151,153 min,"
Comedy, Drama, Musical            ",--,8.1,"163,763",$10.62M
501,After Hours,(1985),R,tt0088680,97 min,"
Comedy, Crime, Drama            ",90        ,7.7,"60,101",$10.60M
502,The Quiet Man,(1952),Passed,tt0045061,129 min,"
Comedy, Drama, Romance            ",--,7.7,"34,792",$10.55M
503,Notorious,(1946),Not Rated,tt0038787,102 min,"
Drama, Film-Noir, Romance            ",100        ,7.9,"92,566",$10.46M
504,La Vie En Rose,(2007),PG-13,tt0450188,140 min,"
Biography, Drama, Music            ",66        ,7.6,"82,958",$10.30M
505,The Girl with the Dragon Tattoo,(2009),R,tt1132620,152 min,"
Crime, Drama, Mystery            ",76        ,7.8,"209,325",$10.10M
506,Spirited Away,(2001),PG,tt0245429,125 min,"
Animation, Adventure, Family            ",96        ,8.6,"655,442",$10.06M
507,A Little Princess,(1995),G,tt0113670,97 min,"
Drama, Family, Fantasy            ",83        ,7.7,"32,343",$10.02M
508,King Kong,(1933),Passed,tt0024216,100 min,"
Adventure, Horror, Sci-Fi            ",90        ,7.9,"79,280",$10.00M
509,Brazil,(1985),R,tt0088846,132 min,"
Drama, Sci-Fi            ",84        ,7.9,"188,061",$9.93M
510,On the Waterfront,(1954),Approved,tt0047296,108 min,"
Crime, Drama, Thriller            ",91        ,8.1,"142,663",$9.60M
511,Mr. Smith Goes to Washington,(1939),Passed,tt0031679,129 min,"
Comedy, Drama            ",73        ,8.1,"107,336",$9.60M
512,The Lost Weekend,(1945),Passed,tt0037884,101 min,"
Drama, Film-Noir            ",--,7.9,"33,642",$9.46M
513,High Noon,(1952),PG,tt0044706,85 min,"
Drama, Thriller, Western            ",89        ,7.9,"97,474",$9.45M
514,Once,(I) (2007),R,tt0907657,86 min,"
Drama, Music, Romance            ",88        ,7.8,"110,897",$9.44M
515,Talk To Her,(2002),R,tt0287467,112 min,"
Drama, Mystery, Romance            ",86        ,7.9,"104,909",$9.28M
516,What's Eating Gilbert Grape,(1993),PG-13,tt0108550,118 min,"
Drama            ",73        ,7.8,"215,925",$9.17M
517,The Boy in the Striped Pajamas,(2008),PG-13,tt0914798,94 min,"
Drama, History, War            ",55        ,7.8,"191,532",$9.03M
518,Singin' in the Rain,(1952),G,tt0045152,103 min,"
Comedy, Musical, Romance            ",99        ,8.3,"219,920",$8.82M
519,Blue Velvet,(1986),R,tt0090756,120 min,"
Drama, Mystery, Thriller            ",76        ,7.7,"182,065",$8.55M
520,The Hustler,(1961),Not Rated,tt0054997,134 min,"
Drama, Sport            ",90        ,8.0,"75,228",$8.28M
521,All About My Mother,(1999),R,tt0185125,101 min,"
Drama            ",87        ,7.8,"89,377",$8.26M
522,Bajrangi Bhaijaan,(2015),Not Rated,tt3863552,163 min,"
Action, Adventure, Comedy            ",--,8.0,"72,511",$8.18M
523,Witness for the Prosecution,(1957),Approved,tt0051201,116 min,"
Crime, Drama, Mystery            ",--,8.4,"109,544",$8.18M
524,Before Midnight,(2013),R,tt2209418,109 min,"
Drama, Romance            ",94        ,7.9,"142,191",$8.11M
525,A Streetcar Named Desire,(1951),PG,tt0044081,122 min,"
Drama            ",97        ,8.0,"99,479",$8.00M
526,Dazed and Confused,(1993),R,tt0106677,102 min,"
Comedy            ",78        ,7.6,"166,243",$7.99M
527,In Bruges,(2008),R,tt0780536,107 min,"
Comedy, Crime, Drama            ",67        ,7.9,"391,378",$7.76M
528,Strangers on a Train,(1951),PG,tt0044079,101 min,"
Crime, Film-Noir, Thriller            ",88        ,7.9,"123,640",$7.63M
529,City of God,(2002),R,tt0317248,130 min,"
Crime, Drama            ",79        ,8.6,"701,447",$7.56M
530,Run Lola Run,(1998),R,tt0130827,80 min,"
Crime, Drama, Thriller            ",77        ,7.6,"188,676",$7.27M
531,Mulholland Drive,(2001),R,tt0166924,147 min,"
Drama, Mystery, Thriller            ",85        ,7.9,"323,530",$7.22M
532,The Name of the Rose,(1986),R,tt0091605,130 min,"
Crime, Drama, Mystery            ",54        ,7.7,"102,321",$7.15M
533,A Separation,(2011),PG-13,tt1832382,123 min,"
Drama            ",95        ,8.3,"220,984",$7.10M
534,Deliverance,(1972),R,tt0068473,109 min,"
Adventure, Drama, Thriller            ",80        ,7.7,"99,009",$7.06M
535,The Triplets of Belleville,(2003),PG-13,tt0286244,80 min,"
Animation, Comedy, Drama            ",91        ,7.8,"50,688",$7.00M
536,The Irishman,(2019),R,tt1302006,209 min,"
Biography, Crime, Drama            ",94        ,7.9,"327,815",$7.00M
537,Chinatown,(1974),R,tt0071315,130 min,"
Drama, Mystery, Thriller            ",92        ,8.1,"295,543",$6.91M
538,Incendies,(2010),R,tt1255953,131 min,"
Drama, Mystery, War            ",80        ,8.3,"151,164",$6.86M
539,Me and Earl and the Dying Girl,(2015),PG-13,tt2582496,105 min,"
Comedy, Drama            ",74        ,7.7,"123,614",$6.74M
540,Amour,(2012),PG-13,tt1602620,127 min,"
Drama, Romance            ",94        ,7.9,"93,427",$6.74M
541,Baahubali: The Beginning,(2015),Not Rated,tt2631186,159 min,"
Action, Drama            ",--,8.0,"103,331",$6.74M
542,Loving Vincent,(2017),PG-13,tt3262342,94 min,"
Animation, Biography, Crime            ",62        ,7.8,"51,077",$6.74M
543,American History X,(1998),R,tt0120586,119 min,"
Drama            ",62        ,8.5,"1,037,979",$6.72M
544,The Big Sleep,(1946),Passed,tt0038355,114 min,"
Crime, Film-Noir, Mystery            ",--,7.9,"78,982",$6.54M
545,3 Idiots,(2009),PG-13,tt1187043,170 min,"
Comedy, Drama            ",67        ,8.4,"346,126",$6.53M
546,The Secret in Their Eyes,(2009),R,tt1305806,129 min,"
Drama, Mystery, Romance            ",80        ,8.2,"194,013",$6.39M
547,A Clockwork Orange,(1971),R,tt0066921,136 min,"
Crime, Drama, Sci-Fi            ",77        ,8.3,"760,528",$6.21M
548,The Straight Story,(1999),G,tt0166896,112 min,"
Biography, Drama            ",86        ,8.0,"82,375",$6.20M
549,A Very Long Engagement,(2004),R,tt0344510,133 min,"
Drama, Mystery, Romance            ",76        ,7.6,"71,038",$6.17M
550,Barton Fink,(1991),R,tt0101410,116 min,"
Comedy, Drama, Thriller            ",69        ,7.7,"113,545",$6.15M
551,Short Cuts,(1993),R,tt0108122,188 min,"
Comedy, Drama            ",79        ,7.7,"42,360",$6.11M
552,"The Good, the Bad and the Ugly",(1966),R,tt0060196,178 min,"
Western            ",90        ,8.8,"691,045",$6.10M
553,The Diving Bell and the Butterfly,(2007),PG-13,tt0401383,112 min,"
Biography, Drama            ",92        ,8.0,"103,476",$5.99M
554,Evil Dead II,(1987),R,tt0092991,84 min,"
Action, Comedy, Fantasy            ",72        ,7.8,"148,703",$5.92M
555,The Florida Project,(2017),R,tt5649144,111 min,"
Drama            ",92        ,7.6,"95,960",$5.90M
556,Ed Wood,(1994),R,tt0109707,127 min,"
Biography, Comedy, Drama            ",70        ,7.8,"165,223",$5.89M
557,Captain Fantastic,(2016),R,tt3553976,118 min,"
Comedy, Drama            ",72        ,7.9,"190,709",$5.88M
558,Before Sunset,(2004),R,tt0381681,80 min,"
Drama, Romance            ",90        ,8.1,"237,492",$5.82M
559,The Station Agent,(2003),R,tt0340377,89 min,"
Comedy, Drama            ",81        ,7.6,"67,482",$5.74M
560,Double Indemnity,(1944),Passed,tt0036775,107 min,"
Crime, Drama, Film-Noir            ",95        ,8.3,"144,173",$5.72M
561,Batman: Mask of the Phantasm,(1993),PG,tt0106364,76 min,"
Animation, Action, Crime            ",--,7.8,"43,875",$5.62M
562,Central Station,(1998),R,tt0140888,110 min,"
Drama            ",80        ,8.0,"36,554",$5.60M
563,Gully Boy,(2019),Not Rated,tt2395469,154 min,"
Drama, Music, Romance            ",65        ,8.0,"32,106",$5.57M
564,Before Sunrise,(1995),R,tt0112471,101 min,"
Drama, Romance            ",77        ,8.1,"273,775",$5.54M
565,Downfall,(2004),R,tt0363163,156 min,"
Biography, Drama, History            ",82        ,8.2,"332,381",$5.51M
566,The Gold Rush,(1925),Passed,tt0015864,95 min,"
Adventure, Comedy, Drama            ",--,8.2,"101,595",$5.45M
567,The Kid,(1921),Passed,tt0012349,68 min,"
Comedy, Drama, Family            ",--,8.3,"114,056",$5.45M
568,Amores Perros,(2000),R,tt0245712,154 min,"
Drama, Thriller            ",83        ,8.1,"224,396",$5.38M
569,Once Upon a Time in America,(1984),R,tt0087843,229 min,"
Crime, Drama            ",--,8.4,"312,931",$5.32M
570,Once Upon a Time in the West,(1968),PG-13,tt0064116,165 min,"
Western            ",80        ,8.5,"303,944",$5.32M
571,Farewell My Concubine,(1993),R,tt0106332,171 min,"
Drama, Music, Romance            ",--,8.1,"25,209",$5.22M
572,The Wind Rises,(2013),PG-13,tt2013293,126 min,"
Animation, Biography, Drama            ",83        ,7.8,"74,251",$5.21M
573,Hunt for the Wilderpeople,(2016),PG-13,tt4698684,101 min,"
Adventure, Comedy, Drama            ",81        ,7.9,"112,324",$5.20M
574,The World's Fastest Indian,(2005),PG-13,tt0412080,127 min,"
Biography, Drama, Sport            ",68        ,7.8,"52,067",$5.13M
575,Dawn of the Dead,(1978),Unrated,tt0077402,127 min,"
Action, Adventure, Horror            ",71        ,7.9,"111,713",$5.10M
576,Miller's Crossing,(1990),R,tt0100150,115 min,"
Crime, Drama, Thriller            ",66        ,7.7,"126,136",$5.08M
577,Your Name.,(2016),PG,tt5311514,106 min,"
Animation, Drama, Fantasy            ",79        ,8.4,"197,768",$5.02M
578,The Treasure of the Sierra Madre,(1948),Passed,tt0040897,126 min,"
Adventure, Drama, Western            ",98        ,8.2,"114,735",$5.01M
579,Moon,(2009),R,tt1182345,97 min,"
Drama, Mystery, Sci-Fi            ",67        ,7.9,"335,936",$5.01M
580,Fanny and Alexander,(1982),R,tt0083922,188 min,"
Drama            ",100        ,8.1,"57,945",$4.97M
581,The Magnificent Seven,(1960),Approved,tt0054047,128 min,"
Action, Adventure, Western            ",74        ,7.7,"87,926",$4.91M
582,The Magdalene Sisters,(2002),R,tt0318411,114 min,"
Drama            ",83        ,7.7,"25,990",$4.89M
583,Howl's Moving Castle,(2004),PG,tt0347149,119 min,"
Animation, Adventure, Family            ",80        ,8.2,"336,275",$4.71M
584,Au Revoir les Enfants,(1987),PG,tt0092593,104 min,"
Drama, War            ",88        ,8.0,"31,270",$4.54M
585,"Blood In, Blood Out",(1993),R,tt0106469,180 min,"
Crime, Drama            ",47        ,8.0,"28,899",$4.50M
586,Persepolis,(2007),PG-13,tt0808417,96 min,"
Animation, Biography, Drama            ",90        ,8.0,"88,868",$4.45M
587,The Conversation,(1974),PG,tt0071360,113 min,"
Drama, Mystery, Thriller            ",85        ,7.8,"99,195",$4.42M
588,Hamlet,(1996),PG-13,tt0116477,242 min,"
Drama            ",--,7.7,"36,061",$4.41M
589,Black Book,(2006),R,tt0389557,145 min,"
Drama, Thriller, War            ",71        ,7.7,"72,793",$4.40M
590,12 Angry Men,(1957),Approved,tt0050083,96 min,"
Crime, Drama            ",96        ,9.0,"693,432",$4.36M
591,Laura,(1944),Passed,tt0037008,88 min,"
Drama, Film-Noir, Mystery            ",--,8.0,"42,864",$4.36M
592,Rebecca,(1940),Approved,tt0032976,130 min,"
Drama, Mystery, Romance            ",86        ,8.1,"124,454",$4.36M
593,The Bride of Frankenstein,(1935),Not Rated,tt0026138,75 min,"
Drama, Horror, Sci-Fi            ",95        ,7.8,"43,673",$4.36M
594,It Happened One Night,(1934),Approved,tt0025316,105 min,"
Comedy, Romance            ",87        ,8.1,"94,465",$4.36M
595,The Lunchbox,(2013),PG,tt2350496,104 min,"
Drama, Romance            ",76        ,7.8,"50,730",$4.23M
596,Uri: The Surgical Strike,(2018),Not Rated,tt8291224,138 min,"
Action, Drama, War            ",--,8.2,"43,686",$4.19M
597,Dancer in the Dark,(2000),R,tt0168629,140 min,"
Crime, Drama, Musical            ",61        ,8.0,"102,608",$4.18M
598,Ran,(1985),R,tt0089881,162 min,"
Action, Drama, War            ",96        ,8.2,"113,074",$4.14M
599,The Raid: Redemption,(2011),R,tt1899353,101 min,"
Action, Thriller            ",73        ,7.6,"190,980",$4.11M
600,Sleuth,(1972),PG,tt0069281,138 min,"
Mystery, Thriller            ",--,8.0,"44,842",$4.08M
601,Le Dîner de Cons,(1998),PG-13,tt0119038,80 min,"
Comedy            ",73        ,7.7,"37,513",$4.07M
602,Good Bye Lenin!,(2003),R,tt0301357,121 min,"
Comedy, Drama, Romance            ",68        ,7.7,"138,284",$4.06M
603,What Ever Happened to Baby Jane?,(1962),Passed,tt0056687,134 min,"
Drama, Horror, Thriller            ",75        ,8.1,"50,256",$4.05M
604,Three Colors: Red,(1994),R,tt0111495,99 min,"
Drama, Mystery, Romance            ",100        ,8.1,"91,380",$4.04M
605,Breaking the Waves,(1996),R,tt0115751,159 min,"
Drama            ",76        ,7.8,"62,609",$4.04M
606,My Name Is Khan,(2010),PG-13,tt1188996,165 min,"
Drama            ",50        ,8.0,"98,820",$4.02M
607,Willy Wonka & the Chocolate Factory,(1971),G,tt0067992,100 min,"
Family, Fantasy, Musical            ",67        ,7.8,"179,345",$4.00M
608,The Adventures of Robin Hood,(1938),PG,tt0029843,102 min,"
Action, Adventure, Romance            ",97        ,7.9,"47,291",$3.98M
609,Ace In The Hole,(1951),Approved,tt0043338,111 min,"
Drama, Film-Noir            ",72        ,8.1,"31,703",$3.97M
610,"Lock, Stock and Two Smoking Barrels",(1998),R,tt0120735,107 min,"
Action, Comedy, Crime            ",66        ,8.2,"536,919",$3.90M
611,Lost Highway,(1997),R,tt0116922,134 min,"
Mystery, Thriller            ",52        ,7.6,"131,690",$3.80M
612,Portrait of a Lady on Fire,(2019),R,tt8613070,122 min,"
Drama, Romance            ",95        ,8.1,"64,854",$3.76M
613,Requiem for a Dream,(2000),R,tt0180093,102 min,"
Drama            ",68        ,8.3,"769,841",$3.64M
614,The Chorus,(2004),PG-13,tt0372824,97 min,"
Drama, Music            ",56        ,7.9,"57,599",$3.64M
615,Mommy,(I) (2014),R,tt3612616,139 min,"
Drama            ",74        ,8.1,"50,975",$3.49M
616,A Man Called Ove,(2015),PG-13,tt4080728,116 min,"
Comedy, Drama, Romance            ",70        ,7.7,"47,769",$3.36M
617,Wings of Desire,(1987),PG-13,tt0093191,128 min,"
Drama, Fantasy, Romance            ",79        ,8.0,"65,061",$3.33M
618,What We Do in the Shadows,(2014),R,tt3416742,86 min,"
Comedy, Horror            ",76        ,7.7,"158,335",$3.33M
619,Shoplifters,(2018),R,tt8075192,121 min,"
Crime, Drama            ",93        ,7.9,"63,563",$3.31M
620,All Quiet on the Western Front,(1930),Passed,tt0020629,152 min,"
Drama, War            ",91        ,8.0,"57,437",$3.27M
621,Sing Street,(2016),PG-13,tt3544112,106 min,"
Comedy, Drama, Music            ",79        ,7.9,"85,475",$3.24M
622,Vertigo,(1958),PG,tt0052357,128 min,"
Mystery, Romance, Thriller            ",100        ,8.3,"365,929",$3.20M
623,The Skin I Live In,(2011),R,tt1189073,120 min,"
Drama, Horror, Thriller            ",70        ,7.6,"139,536",$3.19M
624,Clerks,(1994),R,tt0109445,92 min,"
Comedy            ",70        ,7.7,"211,762",$3.15M
625,Zindagi Na Milegi Dobara,(2011),Not Rated,tt1562872,155 min,"
Comedy, Drama            ",--,8.1,"68,148",$3.11M
626,Wild Tales,(2014),R,tt3011894,122 min,"
Comedy, Drama, Thriller            ",77        ,8.1,"178,119",$3.11M
627,"Synecdoche, New York",(2008),R,tt0383028,124 min,"
Drama            ",67        ,7.6,"83,581",$3.08M
628,Hedwig and the Angry Inch,(2001),R,tt0248845,95 min,"
Comedy, Drama, Music            ",85        ,7.7,"32,022",$3.03M
629,Veer-Zaara,(2004),Not Rated,tt0420332,192 min,"
Drama, Family, Musical            ",67        ,7.8,"49,241",$2.92M
630,Waking Life,(2001),R,tt0243017,99 min,"
Animation, Drama, Fantasy            ",83        ,7.8,"60,828",$2.89M
631,The Great Beauty,(2013),Not Rated,tt2358891,141 min,"
Drama            ",86        ,7.8,"81,460",$2.85M
632,Reservoir Dogs,(1992),R,tt0105236,99 min,"
Crime, Drama, Thriller            ",79        ,8.3,"922,257",$2.83M
633,Happiness,(1998),Unrated,tt0147612,134 min,"
Comedy, Drama            ",81        ,7.7,"66,538",$2.81M
634,Barfi!,(2012),Not Rated,tt2082197,151 min,"
Comedy, Drama, Romance            ",--,8.1,"75,936",$2.80M
635,In the Mood for Love,(2000),PG,tt0118694,98 min,"
Drama, Romance            ",85        ,8.1,"125,262",$2.73M
636,Miracle on 34th Street,(1947),Not Rated,tt0039628,96 min,"
Comedy, Drama, Family            ",88        ,7.9,"41,731",$2.65M
637,The Raid 2,(2014),R,tt2265171,150 min,"
Action, Crime, Thriller            ",71        ,8.0,"114,597",$2.63M
638,The Innocents,(1961),Not Rated,tt0055018,100 min,"
Horror            ",88        ,7.8,"27,109",$2.62M
639,Raise the Red Lantern,(1991),PG,tt0101640,125 min,"
Drama, History, Romance            ",--,8.1,"29,766",$2.60M
640,A Night at the Opera,(1935),Passed,tt0026778,96 min,"
Comedy, Music, Musical            ",--,7.9,"30,637",$2.54M
641,The King of Comedy,(1982),PG,tt0085794,109 min,"
Comedy, Crime, Drama            ",73        ,7.8,"89,244",$2.50M
642,The Salesman,(2016),PG-13,tt5186714,124 min,"
Drama            ",85        ,7.8,"51,673",$2.40M
643,"Spring, Summer, Fall, Winter... and Spring",(2003),R,tt0374546,103 min,"
Drama, Romance            ",85        ,8.0,"77,724",$2.38M
644,Princess Mononoke,(1997),PG-13,tt0119698,134 min,"
Animation, Action, Adventure            ",76        ,8.4,"345,229",$2.38M
645,The Fall,(2006),R,tt0460791,117 min,"
Adventure, Drama, Fantasy            ",64        ,7.9,"107,469",$2.28M
646,Touch of Evil,(1958),PG-13,tt0052311,95 min,"
Crime, Drama, Film-Noir            ",99        ,8.0,"98,629",$2.24M
647,The White Ribbon,(2009),R,tt1149362,144 min,"
Drama, History, Mystery            ",82        ,7.8,"68,912",$2.22M
648,Lage Raho Munna Bhai,(2006),PG-13,tt0456144,144 min,"
Comedy, Drama, Romance            ",--,8.1,"43,241",$2.22M
649,Once Were Warriors,(1994),R,tt0110729,102 min,"
Crime, Drama            ",77        ,7.9,"31,666",$2.20M
650,Blue Is the Warmest Colour,(2013),NC-17,tt2278871,180 min,"
Drama, Romance            ",89        ,7.7,"139,264",$2.20M
651,Rang De Basanti,(2006),Not Rated,tt0405508,167 min,"
Comedy, Crime, Drama            ",--,8.2,"112,293",$2.20M
652,"Paris, Texas",(1984),R,tt0087884,145 min,"
Drama            ",78        ,8.1,"91,911",$2.18M
653,Blood Simple,(1984),R,tt0086979,99 min,"
Crime, Drama, Thriller            ",82        ,7.6,"88,096",$2.15M
654,Let the Right One In,(2008),R,tt1139797,114 min,"
Crime, Drama, Fantasy            ",82        ,7.9,"205,995",$2.12M
655,The Maltese Falcon,(1941),Not Rated,tt0033870,100 min,"
Film-Noir, Mystery            ",96        ,8.0,"149,298",$2.11M
656,The Sea Inside,(I) (2004),PG-13,tt0369702,126 min,"
Biography, Drama            ",74        ,8.0,"77,733",$2.09M
657,A Prophet,(2009),R,tt1235166,155 min,"
Crime, Drama            ",90        ,7.9,"93,771",$2.08M
658,The Wizard of Oz,(1939),PG,tt0032138,102 min,"
Adventure, Family, Fantasy            ",92        ,8.0,"372,010",$2.08M
659,Night on Earth,(1991),R,tt0102536,129 min,"
Comedy, Drama            ",68        ,7.8,"55,582",$2.02M
660,The Handmaiden,(2016),Not Rated,tt4016934,145 min,"
Drama, Romance, Thriller            ",84        ,8.1,"115,060",$2.01M
661,Marriage Story,(2019),R,tt7653254,137 min,"
Comedy, Drama, Romance            ",94        ,7.9,"249,440",$2.00M
662,The Double Life of Véronique,(1991),R,tt0101765,98 min,"
Drama, Fantasy, Music            ",86        ,7.8,"42,692",$2.00M
663,The Tenant,(1976),R,tt0074811,126 min,"
Drama, Thriller            ",71        ,7.7,"40,064",$1.92M
664,Delicatessen,(1991),R,tt0101700,99 min,"
Comedy, Crime            ",66        ,7.6,"80,700",$1.79M
665,Kal Ho Naa Ho,(2003),Not Rated,tt0347304,186 min,"
Comedy, Drama, Musical            ",54        ,8.0,"63,612",$1.79M
