movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us
Shutter Island,2010,R,1130884,138,"Mystery, Thriller",63.0,8.2,1136596,128.01
The Curious Case of Benjamin Button,2008,PG-13,421715,166,"Drama, Fantasy, Romance",70.0,7.8,591468,127.51
The Truman Show,1998,PG,120382,103,"Comedy, Drama",90.0,8.1,944513,125.62
Life of Pi,2012,PG,454876,127,"Adventure, Drama, Fantasy",79.0,7.9,582482,124.99
The Fault in Our Stars,2014,PG-13,2582846,126,"Drama, Romance",69.0,7.7,345414,124.87
The Bourne Identity,2002,PG-13,258463,119,"Action, Mystery, Thriller",68.0,7.9,510160,121.66
Mulan,1998,G,120762,88,"Animation, Adventure, Family",71.0,7.6,257887,120.62
Inglourious Basterds,2009,R,361748,153,"Adventure, Drama, War",69.0,8.3,1274250,120.54
Walk the Line,2005,PG-13,358273,136,"Biography, Drama, Music",72.0,7.8,234879,119.52
Blazing Saddles,1974,R,71230,93,"Comedy, Western",73.0,7.7,126476,119.50
On Golden Pond,1981,PG,82846,109,Drama,68.0,7.6,27750,119.29
Back To The Future II,1989,PG,96874,108,"Adventure, Comedy, Sci-Fi",57.0,7.8,483385,118.50
Ford v Ferrari,2019,PG-13,1950186,152,"Action, Biography, Drama",81.0,8.1,295983,117.62
Rocky,1976,PG,75148,120,"Drama, Sport",70.0,8.1,520513,117.24
The Wolf of Wall Street,2013,R,993846,180,"Biography, Crime, Drama",75.0,8.2,1196714,116.90
Remember the Titans,2000,PG,210945,113,"Biography, Drama, Sport",48.0,7.8,198809,115.65
District 9,2009,R,1136608,112,"Action, Sci-Fi, Thriller",81.0,7.9,639406,115.65
One Flew Over the Cuckoo's Nest,1975,R,73486,133,Drama,83.0,8.7,921481,112.00
Doctor Zhivago,1965,PG-13,59113,197,"Drama, Romance, War",69.0,8.0,70142,111.72
The Little Mermaid,1989,G,97757,83,"Animation, Family, Fantasy",88.0,7.6,238537,111.54
The Last Samurai,2003,R,325710,154,"Action, Drama",55.0,7.7,401185,111.11
Creed,2015,PG-13,3076658,133,"Drama, Sport",82.0,7.6,248465,109.77
Black Hawk Down,2001,R,265086,144,"Drama, History, War",74.0,7.7,365186,108.64
Little Women,2019,PG,3281548,135,"Drama, Romance",91.0,7.8,145776,108.10
Pulp Fiction,1994,R,110912,154,"Crime, Drama",94.0,8.9,1834079,107.93
Baby Driver,2017,R,3890160,113,"Action, Crime, Drama",86.0,7.6,442137,107.83
Watchmen,2009,R,409459,162,"Action, Drama, Mystery",56.0,7.6,502170,107.51
Captain Phillips,2013,PG-13,1535109,134,"Adventure, Biography, Crime",82.0,7.8,422693,107.10
Black Swan,2010,R,947798,108,"Drama, Thriller",79.0,8.0,701801,106.95
Kramer vs. Kramer,1979,PG,79417,105,Drama,77.0,7.8,133886,106.26
The Graduate,1967,PG,61722,106,"Comedy, Drama, Romance",83.0,8.0,254430,104.95
Road to Perdition,2002,R,257044,117,"Crime, Drama, Thriller",72.0,7.7,247644,104.45
The Girl with the Dragon Tattoo,2011,R,1568346,158,"Crime, Drama, Mystery",71.0,7.8,424947,102.52
Butch Cassidy and the Sundance Kid,1969,PG,64115,110,"Biography, Crime, Drama",66.0,8.0,202315,102.31
Mary Poppins,1964,G,58331,139,"Comedy, Family, Fantasy",88.0,7.8,158578,102.27
Unforgiven,1992,R,105695,130,"Drama, Western",85.0,8.2,377255,101.16
Arrival,2016,PG-13,2543164,116,"Drama, Sci-Fi",81.0,7.9,597137,100.55
Million Dollar Baby,2004,PG-13,405159,132,"Drama, Sport",86.0,8.1,638134,100.49
Edge of Tomorrow,2014,PG-13,1631867,113,"Action, Adventure, Sci-Fi",71.0,7.9,602074,100.21
Se7en,1995,R,114369,127,"Crime, Drama, Mystery",65.0,8.6,1452269,100.13
Die Hard with a Vengeance,1995,R,112864,128,"Action, Adventure, Thriller",58.0,7.6,365077,100.01
The Color Purple,1985,PG-13,88939,154,Drama,78.0,7.8,78645,98.47
The Social Network,2010,PG-13,1285016,120,"Biography, Drama",95.0,7.7,627889,96.96
Schindler's List,1993,R,108052,195,"Biography, Drama, History",94.0,8.9,1218144,96.90
The Others,2001,PG-13,230600,104,"Horror, Mystery, Thriller",74.0,7.6,338702,96.52
Dead Poets Society,1989,PG,97165,128,"Comedy, Drama",79.0,8.1,428050,95.86
The Ten Commandments,1956,G,49833,220,"Adventure, Drama",,7.9,63730,93.74
The Fighter,2010,R,964517,116,"Biography, Drama, Sport",79.0,7.8,341821,93.62
When Harry Met Sally...,1989,R,98635,95,"Comedy, Drama, Romance",76.0,7.6,196612,92.82
Blade Runner 2049,2017,R,1856101,164,"Action, Drama, Mystery",81.0,8.0,464845,92.05
The Imitation Game,2014,PG-13,2084970,114,"Biography, Drama, Thriller",73.0,8.0,688286,91.13
Mystic River,2003,R,327056,138,"Crime, Drama, Mystery",84.0,7.9,420612,90.14
Inside Man,2006,R,454848,129,"Crime, Drama, Mystery",76.0,7.6,341397,88.51
Young Frankenstein,1974,PG,72431,106,Comedy,80.0,8.0,143856,86.30
Aliens,1986,R,90605,137,"Action, Adventure, Sci-Fi",84.0,8.3,654722,85.16
Green Book,2018,PG-13,6966692,130,"Biography, Comedy, Drama",69.0,8.2,383880,85.08
Apocalypse Now,1979,R,78788,147,"Drama, Mystery, War",94.0,8.4,608758,83.47
Airplane!,1980,PG,80339,88,Comedy,78.0,7.7,215597,83.40
Brokeback Mountain,2005,R,388795,134,"Drama, Romance",87.0,7.7,324194,83.04
Die Hard,1988,R,95016,132,"Action, Thriller",72.0,8.2,795435,83.01
Fried Green Tomatoes,1991,PG-13,101921,130,Drama,64.0,7.7,67170,82.42
The Notebook,2004,PG-13,332280,123,"Drama, Romance",53.0,7.8,522647,81.00
Fiddler on the Roof,1971,G,67093,181,"Drama, Family, Musical",67.0,8.0,39629,80.50
Star Trek II: The Wrath of Khan,1982,PG,84726,113,"Action, Adventure, Sci-Fi",67.0,7.7,112989,78.91
Alien,1979,R,78748,117,"Horror, Sci-Fi",89.0,8.4,790850,78.90
The Naked Gun: From the Files of Police Squad!,1988,PG-13,95705,85,"Comedy, Crime",76.0,7.6,153506,78.76
Man on Fire,2004,R,328107,146,"Action, Crime, Drama",47.0,7.7,330624,77.91
Philadelphia,1993,PG-13,107818,125,Drama,66.0,7.7,225005,77.32
The Muppet Movie,1979,G,79588,95,"Adventure, Comedy, Family",74.0,7.6,32927,76.66
Training Day,2001,R,139654,122,"Crime, Drama, Thriller",69.0,7.7,392180,76.63
Fantasia,1940,G,32455,125,"Animation, Family, Fantasy",96.0,7.7,88916,76.41
The Untouchables,1987,R,94226,119,"Crime, Drama, Thriller",79.0,7.9,283021,76.27
Moneyball,2011,PG-13,1210166,133,"Biography, Drama, Sport",87.0,7.6,371617,75.61
Braveheart,1995,R,112573,178,"Biography, Drama, History",68.0,8.3,962084,75.60
Zombieland,2009,R,1156398,88,"Adventure, Comedy, Fantasy",73.0,7.6,521344,75.59
The Last of the Mohicans,1992,R,104691,112,"Action, Adventure, Drama",76.0,7.7,151353,75.51
Ray,2004,PG-13,350258,152,"Biography, Drama, Music",73.0,7.7,138809,75.33
Coraline,2009,PG,327597,100,"Animation, Drama, Family",80.0,7.7,198443,75.29
The Nightmare Before Christmas,1993,PG,107688,76,"Animation, Family, Fantasy",82.0,8.0,300917,75.08
Ben-Hur,1959,G,52618,212,"Adventure, Drama, History",90.0,8.1,220164,74.70
No Country for Old Men,2007,R,477348,122,"Crime, Drama, Thriller",91.0,8.1,860889,74.28
Sin City,2005,R,401792,124,"Crime, Thriller",74.0,8.0,739239,74.10
Bridge of Spies,2015,PG-13,3682448,142,"Drama, History, Thriller",81.0,7.6,288744,72.31
My Fair Lady,1964,G,58385,170,"Drama, Family, Musical",95.0,7.8,86808,72.00
The Bridges of Madison County,1995,PG-13,112579,135,"Drama, Romance",69.0,7.6,73507,71.52
Groundhog Day,1993,PG,107048,101,"Comedy, Fantasy, Romance",72.0,8.0,581574,70.91
All the President's Men,1976,PG,74119,138,"Biography, Drama, History",84.0,7.9,103676,70.60
V for Vendetta,2005,R,434409,132,"Action, Drama, Sci-Fi",62.0,8.2,1035933,70.51
JFK,1991,R,102138,189,"Drama, History, Thriller",72.0,8.0,142594,70.41
The Big Short,2015,R,1596363,130,"Biography, Comedy, Drama",81.0,7.8,367533,70.26
Ferris Bueller's Day Off,1986,PG-13,91042,103,Comedy,61.0,7.8,322298,70.14
Kill Bill: Vol. 1,2003,R,266697,111,"Action, Crime, Drama",69.0,8.1,1004428,70.10
Seven Pounds,2008,PG-13,814314,123,Drama,36.0,7.6,287376,69.95
Heat,1995,R,113277,170,"Crime, Drama, Thriller",76.0,8.2,579952,67.44
Hacksaw Ridge,2016,R,2119532,139,"Biography, Drama, History",71.0,8.1,438861,67.21
The Godfather Part III,1990,R,99674,162,"Crime, Drama",60.0,7.6,361404,66.67
Big Fish,2003,PG-13,319061,125,"Adventure, Drama, Fantasy",58.0,8.0,416297,66.26
Kill Bill: Volume 2,2004,R,378194,137,"Action, Crime, Thriller",83.0,8.0,686343,66.21
Lethal Weapon,1987,R,93409,109,"Action, Crime, Thriller",68.0,7.6,237559,65.21
L.A. Confidential,1997,R,119488,138,"Crime, Drama, Mystery",90.0,8.2,533825,64.62
Scent of a Woman,1992,R,105323,156,Drama,59.0,8.0,265309,63.90
The Fifth Element,1997,PG-13,119116,126,"Action, Adventure, Sci-Fi",52.0,7.7,435317,63.54
Patton,1970,GP,66206,172,"Biography, Drama, War",91.0,7.9,93939,61.70
Cinderella Man,2005,PG-13,352248,144,"Biography, Drama, History",69.0,8.0,176588,61.65
The Goonies,1985,PG,89218,114,"Adventure, Comedy, Family",62.0,7.8,245473,61.50
Misery,1990,R,100157,107,"Drama, Thriller",75.0,7.8,185542,61.28
Prisoners,2013,R,1392214,153,"Crime, Drama, Mystery",70.0,8.1,604471,61.00
Little Miss Sunshine,2006,R,449059,101,"Comedy, Drama",80.0,7.8,441013,59.89
Predator,1987,R,93773,107,"Action, Adventure, Sci-Fi",45.0,7.8,372517,59.74
The Grand Budapest Hotel,2014,R,2278388,99,"Adventure, Comedy, Crime",88.0,8.1,711445,59.10
The Butterfly Effect,2004,R,289879,113,"Drama, Sci-Fi, Thriller",30.0,7.6,452599,57.94
Life Is Beautiful,1997,PG-13,118799,116,"Comedy, Drama, Romance",59.0,8.6,626485,57.60
Boyz n the Hood,1991,R,101507,112,"Crime, Drama",76.0,7.8,126643,57.50
Blood Diamond,2006,R,450259,143,"Adventure, Drama, Thriller",64.0,8.0,501128,57.37
The Godfather: Part II,1974,R,71562,202,"Crime, Drama",90.0,9.0,1134978,57.30
The Blues Brothers,1980,R,80455,133,"Action, Adventure, Comedy",60.0,7.9,183777,57.23
12 Monkeys,1995,R,114746,129,"Mystery, Sci-Fi, Thriller",74.0,8.0,580072,57.14
2001: A Space Odyssey,1968,G,62622,149,"Adventure, Sci-Fi",84.0,8.3,605833,56.95
Midnight in Paris,2011,PG-13,1605783,94,"Comedy, Fantasy, Romance",81.0,7.7,389478,56.82
Guess Who's Coming to Dinner,1967,Approved,61735,108,"Comedy, Drama",63.0,7.8,39867,56.70
12 Years a Slave,2013,R,2024544,134,"Biography, Drama, History",96.0,8.1,643236,56.67
Tombstone,1993,R,108358,130,"Action, Biography, Drama",50.0,7.8,127299,56.51
Edward Scissorhands,1990,PG-13,99487,105,"Drama, Fantasy, Romance",74.0,7.9,448672,56.36
Primal Fear,1996,R,117381,129,"Crime, Drama, Mystery",47.0,7.7,190641,56.12
Saw,2004,R,387564,103,"Horror, Mystery, Thriller",46.0,7.6,380061,56.00
Ordinary People,1980,R,81283,124,Drama,86.0,7.7,47295,54.80
Crash,2004,R,375679,112,"Crime, Drama, Thriller",66.0,7.7,420299,54.58
"Three Billboards Outside Ebbing, Missouri",2017,R,5027774,115,"Comedy, Crime, Drama",88.0,8.1,436163,54.51
The Count of Monte Cristo,2002,PG-13,245844,131,"Action, Adventure, Drama",61.0,7.8,129332,54.23
The Hateful Eight,2015,R,3460252,168,"Crime, Drama, Mystery",68.0,7.8,520099,54.12
The Verdict,1982,R,84855,129,Drama,77.0,7.7,36248,54.00
Ying xiong,2002,PG-13,299977,120,"Action, Adventure, History",85.0,7.9,174259,53.71
3:10 to Yuma,2007,R,381849,122,"Action, Crime, Drama",76.0,7.7,289571,53.61
Parasite,2019,R,6751668,132,"Comedy, Drama, Thriller",96.0,8.6,565186,53.37
Papillon,1973,R,70511,151,"Biography, Crime, Drama",58.0,8.0,121899,53.27
The Prestige,2006,PG-13,482571,130,"Drama, Mystery, Sci-Fi",66.0,8.5,1195533,53.09
Blow,2001,R,221027,124,"Biography, Crime, Drama",52.0,7.6,241367,52.99
My Cousin Vinny,1992,R,104952,120,"Comedy, Crime",68.0,7.6,107735,52.93
Gandhi,1982,PG,83987,191,"Biography, Drama, History",79.0,8.0,218110,52.77
The Royal Tenenbaums,2001,R,265666,110,"Comedy, Drama",76.0,7.6,267694,52.36
Stand By Me,1986,R,92005,89,"Adventure, Drama",75.0,8.1,364614,52.29
Awakenings,1990,PG-13,99077,121,"Biography, Drama",74.0,7.8,126018,52.10
"South Park: Bigger, Longer & Uncut",1999,R,158983,81,"Animation, Comedy, Fantasy",73.0,7.7,192388,52.04
Amadeus,1984,R,86879,160,"Biography, Drama, History",88.0,8.3,370295,51.97
Lion,2016,PG-13,3741834,118,"Biography, Drama",69.0,8.0,215106,51.74
Finding Neverland,2004,PG,308644,106,"Biography, Drama, Family",67.0,7.6,199030,51.68
Enemy at the Gates,2001,R,215750,131,"Drama, History, War",53.0,7.6,244436,51.40
Goldfinger,1964,PG,58150,110,"Action, Adventure, Thriller",87.0,7.7,174686,51.08
Atonement,2007,R,783233,123,"Drama, Mystery, Romance",85.0,7.8,252579,50.93
Apocalypto,2006,R,472043,139,"Action, Adventure, Drama",68.0,7.8,291741,50.87
The Hurricane,1999,R,174856,146,"Biography, Drama, Sport",74.0,7.6,91835,50.67
Dog Day Afternoon,1975,R,72890,125,"Biography, Crime, Drama",86.0,8.0,236463,50.00
"Planes, Trains and Automobiles",1987,R,93748,93,"Comedy, Drama",72.0,7.6,125167,49.53
Sleepers,1996,R,117665,147,"Crime, Drama, Thriller",49.0,7.6,187261,49.10
The Deer Hunter,1978,R,77416,183,"Drama, War",86.0,8.1,312645,48.98
The Game,1997,R,119174,129,"Drama, Mystery, Thriller",61.0,7.8,346409,48.32
Malcolm X,1992,PG-13,104797,202,"Biography, Drama, History",73.0,7.7,86352,48.17
Kick-Ass,2010,R,1250777,117,"Action, Comedy, Crime",66.0,7.6,525454,48.07
Kubo and the Two Strings,2016,PG,4302938,101,"Animation, Action, Adventure",84.0,7.8,118434,48.02
Manchester by the Sea,2016,R,4034228,137,Drama,96.0,7.8,248465,47.70
First Blood,1982,R,83944,93,"Action, Adventure",61.0,7.7,227289,47.21
Halloween,1978,R,77651,91,"Horror, Thriller",87.0,7.7,233786,47.00
Sicario,2015,R,3397884,121,"Action, Crime, Drama",82.0,7.6,373067,46.89
Goodfellas,1990,R,99685,146,"Biography, Crime, Drama",90.0,8.7,1025783,46.84
Full Metal Jacket,1987,R,93058,116,"Drama, War",76.0,8.3,677648,46.36
The Breakfast Club,1985,R,88847,97,"Comedy, Drama",66.0,7.8,358204,45.88
Manhattan,1979,R,79522,96,"Comedy, Drama, Romance",83.0,7.9,131724,45.70
Scarface,1983,R,86250,170,"Crime, Drama",65.0,8.3,744303,45.60
"O Brother, Where Art Thou?",2000,PG-13,190590,107,"Adventure, Comedy, Crime",69.0,7.7,288133,45.51
Moonrise Kingdom,2012,PG-13,1748122,94,"Comedy, Drama, Romance",84.0,7.8,319952,45.51
The Dirty Dozen,1967,Not Rated,61578,150,"Action, Adventure, War",73.0,7.7,67338,45.30
28 Days Later...,2002,R,289043,113,"Drama, Horror, Sci-Fi",73.0,7.6,377791,45.06
Spotlight,2015,R,1895587,129,"Biography, Crime, Drama",93.0,8.1,422485,45.06
The Bridge on the River Kwai,1957,PG,50212,161,"Adventure, Drama, War",87.0,8.1,204166,44.91
Lawrence of Arabia,1962,Approved,56172,228,"Adventure, Biography, Drama",100.0,8.3,269092,44.82
Midnight Cowboy,1969,R,64665,113,Drama,79.0,7.8,101437,44.79
The Artist,2011,PG-13,1655442,100,"Comedy, Drama, Romance",89.0,7.9,231136,44.67
Lost in Translation,2003,R,335266,102,"Comedy, Drama",89.0,7.7,416852,44.59
The Odd Couple,1968,G,63374,105,Comedy,86.0,7.7,31689,44.53
The Shining,1980,R,81505,146,"Drama, Horror",66.0,8.4,902404,44.02
The Last Emperor,1987,PG-13,93389,163,"Biography, Drama, History",76.0,7.7,94780,43.98
Sense and Sensibility,1995,PG,114388,136,"Drama, Romance",84.0,7.6,103063,43.18
Escape from Alcatraz,1979,PG,79116,112,"Action, Biography, Crime",76.0,7.6,122385,43.00
Cabaret,1972,PG,68327,124,"Drama, Music, Musical",80.0,7.8,48507,42.77
Casino,1995,R,112641,178,"Crime, Drama",73.0,8.2,468468,42.44
Birdman or (The Unexpected Virtue of Ignorance),2014,R,2562232,119,"Comedy, Drama",87.0,7.7,582295,42.34
Donnie Brasco,1997,R,119008,127,"Biography, Crime, Drama",76.0,7.7,280819,41.91
End of Watch,2012,R,1855199,109,"Action, Crime, Drama",68.0,7.6,228734,41.00
Falling Down,1993,R,106856,113,"Crime, Drama, Thriller",56.0,7.6,172322,40.90
Paddington 2,2017,PG,4468740,103,"Adventure, Comedy, Family",88.0,7.8,62103,40.44
I Am Sam,2001,PG-13,277027,132,Drama,28.0,7.7,143159,40.31
There Will Be Blood,2007,R,469494,158,Drama,93.0,8.2,520076,40.22
Hannah and Her Sisters,1986,PG-13,91167,107,"Comedy, Drama",90.0,7.9,67359,40.08
The Illusionist,2006,PG-13,443543,110,"Drama, Fantasy, Mystery",68.0,7.6,355366,39.87
Annie Hall,1977,PG,75686,93,"Comedy, Romance",92.0,8.0,252346,39.20
The Longest Day,1962,G,56197,178,"Action, Drama, History",75.0,7.8,52221,39.10
Stardust,2007,PG-13,486655,127,"Adventure, Family, Fantasy",66.0,7.6,255676,38.63
Pride & Prejudice,2005,PG,414387,129,"Drama, Romance",82.0,7.8,260577,38.41
The Terminator,1984,R,88247,107,"Action, Sci-Fi",84.0,8.0,801360,38.40
All That Jazz,1979,R,78754,123,"Drama, Music, Musical",72.0,7.9,28334,37.82
Philomena,2013,PG-13,2431286,98,"Biography, Comedy, Drama",77.0,7.6,94372,37.71
Pan's Labyrinth,2006,R,457430,118,"Drama, Fantasy, War",98.0,8.2,620556,37.63
Fight Club,1999,R,137523,139,Drama,66.0,8.8,1862752,37.03
Carlito's Way,1993,R,106519,144,"Crime, Drama, Thriller",65.0,7.9,201664,36.95
Rear Window,1954,PG,47396,112,"Mystery, Thriller",100.0,8.4,445778,36.76
The Thin Red Line,1998,R,120863,170,"Drama, War",78.0,7.6,173275,36.40
Dirty Harry,1971,R,66999,102,"Action, Crime, Thriller",90.0,7.7,143759,35.90
The Theory of Everything,2014,PG-13,2980516,123,"Biography, Drama, Romance",72.0,7.7,406150,35.89
Shine,1996,PG-13,117631,105,"Biography, Drama, Music",87.0,7.7,51460,35.81
Changeling,2008,R,824747,141,"Biography, Crime, Drama",63.0,7.7,239880,35.74
Children of Men,2006,R,206634,109,"Adventure, Drama, Sci-Fi",84.0,7.9,466232,35.55
Drive,2011,R,780504,100,"Crime, Drama",78.0,7.8,573717,35.06
50/50,2011,R,1306980,100,"Comedy, Drama, Romance",72.0,7.6,315898,35.01
The Killing Fields,1984,R,87553,141,"Biography, Drama, History",76.0,7.8,51774,34.70
Mississippi Burning,1988,R,95647,128,"Crime, Drama, History",65.0,7.8,88701,34.60
Eternal Sunshine of the Spotless Mind,2004,R,338013,108,"Drama, Romance, Sci-Fi",89.0,8.3,915048,34.40
Wind River,2017,R,5362988,107,"Crime, Drama, Mystery",73.0,7.7,207679,33.80
Planet of the Apes,1968,G,63442,112,"Adventure, Sci-Fi",79.0,8.0,165487,33.40
Amélie,2001,R,211915,122,"Comedy, Romance",69.0,8.3,705929,33.23
Zodiac,2007,R,443706,157,"Crime, Drama, Mystery",78.0,7.7,469160,33.08
Blade Runner,1982,R,83658,117,"Action, Sci-Fi, Thriller",84.0,8.1,696121,32.87
The Pianist,2002,R,253474,150,"Biography, Drama, Music",85.0,8.5,733324,32.57
Almost Famous,2000,R,181875,122,"Adventure, Comedy, Drama",90.0,7.9,253459,32.53
October Sky,1999,PG,132477,108,"Biography, Drama, Family",71.0,7.8,83121,32.48
The Sandlot,1993,PG,108037,101,"Comedy, Drama, Family",55.0,7.8,79225,32.42
500 Days of Summer,2009,PG-13,1022603,95,"Comedy, Drama, Romance",76.0,7.7,473589,32.39
Nightcrawler,2014,R,2872718,117,"Crime, Drama, Thriller",76.0,7.9,469095,32.38
Isle of Dogs,2018,PG-13,5104604,101,"Animation, Adventure, Comedy",82.0,7.9,140237,32.02
Psycho,1960,R,54215,109,"Horror, Mystery, Thriller",97.0,8.5,606660,32.00
The Outlaw Josey Wales,1976,PG,75029,135,Western,69.0,7.8,65868,31.80
Paper Moon,1973,PG,70510,102,"Comedy, Crime, Drama",77.0,8.1,42412,30.93
The Princess Bride,1987,PG,93779,98,"Adventure, Family, Fantasy",77.0,8.0,395093,30.86
From Here to Eternity,1953,Passed,45793,118,"Drama, Romance, War",85.0,7.6,43544,30.50
Snatch,2000,R,208092,102,"Comedy, Crime",55.0,8.3,784601,30.33
Being There,1979,PG,78841,130,"Comedy, Drama",83.0,8.0,65837,30.18
Spartacus,1960,PG-13,54331,197,"Adventure, Biography, Drama",87.0,7.9,124685,30.00
Serpico,1973,R,70666,130,"Biography, Crime, Drama",87.0,7.7,110398,29.80
The Last Picture Show,1971,R,67328,118,"Drama, Romance",93.0,8.0,42764,29.13
The Insider,1999,R,140352,157,"Biography, Drama, Thriller",84.0,7.8,160387,28.97
A Man for All Seasons,1966,G,60665,120,"Biography, Drama, History",72.0,7.7,31346,28.35
The Shawshank Redemption,1994,R,111161,142,Drama,80.0,9.3,2353109,28.34
Taxi Driver,1976,R,75314,114,"Crime, Drama",94.0,8.2,728316,28.26
Do the Right Thing,1989,R,97216,120,"Comedy, Drama",93.0,8.0,90155,27.55
Dallas Buyers Club,2013,R,790636,117,"Biography, Drama",80.0,8.0,443719,27.30
The Muppet Christmas Carol,1992,G,104940,85,"Comedy, Drama, Family",64.0,7.7,50419,27.28
Rush,2013,R,1979320,123,"Action, Biography, Drama",74.0,8.1,434359,26.95
Hell or High Water,2016,R,2582782,102,"Action, Crime, Drama",88.0,7.6,205055,26.86
Glory,1989,R,97441,122,"Biography, Drama, History",78.0,7.8,123517,26.83
Boogie Nights,1997,R,118749,155,Drama,85.0,7.9,240375,26.40
The Wrestler,2008,R,1125849,109,"Drama, Sport",80.0,7.9,289940,26.24
Searching,2018,PG-13,7668870,102,"Drama, Mystery, Thriller",71.0,7.6,141781,26.02
Her,2013,R,1798709,126,"Drama, Romance, Sci-Fi",90.0,8.0,543415,25.57
Memento,2000,R,209144,113,"Mystery, Thriller",80.0,8.4,1129736,25.54
Serenity,2005,PG-13,379786,119,"Action, Adventure, Sci-Fi",74.0,7.8,283761,25.51
Ex Machina,2014,R,470752,108,"Drama, Sci-Fi, Thriller",78.0,7.7,475952,25.44
Boyhood,2014,R,1065073,165,Drama,100.0,7.9,336282,25.38
In the Name of the Father,1993,R,107207,133,"Biography, Crime, Drama",84.0,8.1,157518,25.01
Enter the Dragon,1973,R,70034,102,"Action, Crime, Drama",83.0,7.7,96958,25.00
Some Like It Hot,1959,Passed,53291,121,"Comedy, Music, Romance",98.0,8.2,244899,25.00
Gifted,2017,PG-13,4481414,101,Drama,60.0,7.6,100292,24.80
Fearless,2006,PG-13,446059,104,"Action, Biography, Drama",70.0,7.6,72957,24.63
Fargo,1996,R,116282,98,"Crime, Drama, Thriller",85.0,8.1,619854,24.61
Sling Blade,1996,R,117666,135,Drama,84.0,8.0,87083,24.48
In the Heat of the Night,1967,Approved,61811,110,"Crime, Drama, Mystery",75.0,7.9,68075,24.38
Lord of War,2005,R,399295,122,"Action, Crime, Drama",62.0,7.6,294756,24.15
The Best Years Of Our Lives,1946,Approved,36868,170,"Drama, Romance, War",93.0,8.0,57462,23.65
Hot Fuzz,2007,R,425112,121,"Action, Comedy, Mystery",81.0,7.8,464742,23.64
Hotel Rwanda,2004,PG-13,395169,121,"Biography, Drama, History",79.0,8.1,335236,23.53
Raging Bull,1980,R,81398,129,"Biography, Drama, Sport",89.0,8.2,323101,23.38
The Usual Suspects,1995,R,114814,106,"Crime, Mystery, Thriller",77.0,8.5,994865,23.34
The Iron Giant,1999,PG,129167,86,"Animation, Action, Adventure",85.0,8.0,172640,23.16
Match Point,2005,R,416320,124,"Drama, Romance, Thriller",72.0,7.6,206754,23.09
The Remains of the Day,1993,PG,107943,134,"Drama, Romance",86.0,7.8,66361,22.95
Being John Malkovich,1999,R,120601,113,"Comedy, Drama, Fantasy",90.0,7.7,313388,22.86
Lucky Number Slevin,2006,R,425210,110,"Action, Crime, Drama",53.0,7.7,299936,22.49
The Warriors,1979,R,80120,92,"Action, Crime, Thriller",65.0,7.6,94194,22.49
Magnolia,1999,R,175880,188,Drama,77.0,8.0,290567,22.46
The Lion in Winter,1968,PG,63227,134,"Biography, Drama, History",,7.9,29082,22.28
Adaptation.,2002,R,268126,115,"Comedy, Drama",83.0,7.7,179124,22.25
Pink Floyd: The Wall,1982,R,84503,95,"Drama, Fantasy, Music",47.0,8.1,76287,22.24
Empire of the Sun,1987,PG,92965,153,"Action, Drama, History",62.0,7.7,116037,22.24
Billy Elliot,2000,R,249462,110,"Drama, Music",74.0,7.7,127130,22.00
Il Postino,1994,PG,110877,108,"Biography, Comedy, Drama",81.0,7.7,33716,21.85
The Right Stuff,1983,PG,86197,193,"Adventure, Biography, Drama",91.0,7.8,56361,21.50
Fantastic Mr. Fox,2009,PG,432283,87,"Animation, Adventure, Comedy",83.0,7.9,201051,21.00
A Christmas Story,1983,PG,85334,93,"Comedy, Family",77.0,7.9,133172,20.61
Gone Baby Gone,2007,R,452623,114,"Crime, Drama, Mystery",72.0,7.6,251388,20.30
Baahubali 2: The Conclusion,2017,Not Rated,4849438,167,"Action, Drama",,8.2,75666,20.19
Monty Python's Life of Brian,1979,R,79470,94,Comedy,77.0,8.1,368443,20.05
La Dolce Vita,1960,Not Rated,53779,174,"Comedy, Drama",95.0,8.0,66867,19.52
Léon: The Professional,1994,R,110413,110,"Action, Crime, Drama",64.0,8.5,1039943,19.50
The Secret World of Arrietty,2010,G,1568921,94,"Animation, Adventure, Family",80.0,7.6,81480,19.20
The Apartment,1960,Approved,53604,125,"Comedy, Drama, Romance",94.0,8.3,165142,18.60
Frost/Nixon,2008,R,870111,122,"Biography, Drama, History",80.0,7.7,103547,18.59
Into the Wild,2007,R,758758,148,"Adventure, Biography, Drama",73.0,8.1,575139,18.35
Only the Brave,2017,PG-13,3829920,134,"Action, Biography, Drama",72.0,7.6,58818,18.34
Crimes and Misdemeanors,1989,PG-13,97123,104,"Comedy, Drama",77.0,7.9,54826,18.25
Call Me by Your Name,2017,R,5726616,132,"Drama, Romance",93.0,7.9,215241,18.10
The Perks of Being a Wallflower,2012,PG-13,1659337,103,"Drama, Romance",67.0,8.0,463965,17.74
Nebraska,2013,R,1821549,115,"Adventure, Comedy, Drama",87.0,7.7,112608,17.65
The Last King of Scotland,2006,R,455590,123,"Biography, Drama, History",74.0,7.7,175834,17.61
Cat on a Hot Tin Roof,1958,Not Rated,51459,108,Drama,84.0,8.0,45250,17.57
Wait Until Dark,1967,Not Rated,62467,108,Thriller,81.0,7.8,27812,17.55
