genre_ids,popularity,release_date,title,year,pg_rating,imdb_id,runtime,genre,imdb_rating,votes,gross_us,month
"['Drama', 'Mystery']",8.942,2009-10-06,The White Ribbon,2009,R,1149362,144,"Drama, History, Mystery",7.8,68912,2.22,10
"['Adventure', 'Comedy', 'Family']",29.134,2017-11-09,Paddington 2,2017,PG,4468740,103,"Adventure, Comedy, Family",7.8,62103,40.44,11
"['Comedy', 'Family']",13.655,1993-04-07,The Sandlot,1993,PG,108037,101,"Comedy, Drama, Family",7.8,79225,32.42,4
"['Drama', 'Comedy', 'Crime']",8.484,2005-04-15,Adam's Apples,2005,R,418455,94,"Comedy, Crime, Drama",7.8,45885,0.0,4
"['Comedy', 'Drama']",14.364,1991-08-01,Barton Fink,1991,R,101410,116,"Comedy, Drama, Thriller",7.7,113545,6.15,8
['Drama'],15.077,2011-04-24,Detachment,2011,Not Rated,1683526,98,Drama,7.7,77347,0.07,4
"['Fantasy', 'Animation', 'Comedy', 'Crime', 'Family']",20.45,1988-06-21,Who Framed Roger Rabbit,1988,PG,96438,104,"Animation, Adventure, Comedy",7.7,182480,156.45,6
"['Drama', 'Music']",18.011,2000-09-15,Almost Famous,2000,R,181875,122,"Adventure, Comedy, Drama",7.9,253459,32.53,9
"['Action', 'Adventure', 'Science Fiction']",48.414,2016-12-14,Rogue One: A Star Wars Story,2016,PG-13,3748528,133,"Action, Adventure, Sci-Fi",7.8,558889,532.18,12
"['Drama', 'History', 'War']",8.629,1989-12-15,Glory,1989,R,97441,122,"Biography, Drama, History",7.8,123517,26.83,12
"['Family', 'Fantasy', 'Comedy']",39.29,1971-06-29,Willy Wonka & the Chocolate Factory,1971,G,67992,100,"Family, Fantasy, Musical",7.8,179345,4.0,6
"['Comedy', 'Drama', 'Crime']",13.062,2008-02-08,In Bruges,2008,R,780536,107,"Comedy, Crime, Drama",7.9,391378,7.76,2
"['Action', 'Drama', 'War']",16.207,2006-12-19,Letters from Iwo Jima,2006,R,498380,141,"Action, Adventure, Drama",7.9,154270,13.76,12
"['Adventure', 'Action', 'Thriller']",37.801,2006-11-14,Casino Royale,2006,PG-13,381061,144,"Action, Adventure, Thriller",8.0,583691,167.45,11
"['Adventure', 'Action', 'Comedy']",13.928,1967-04-23,Casino Royale,2006,PG-13,381061,144,"Action, Adventure, Thriller",8.0,583691,167.45,4
"['Drama', 'History', 'War']",14.511,1970-01-25,Patton,1970,GP,66206,172,"Biography, Drama, War",7.9,93939,61.7,1
"['Adventure', 'Action', 'Romance']",11.161,1938-05-13,The Adventures of Robin Hood,1938,PG,29843,102,"Action, Adventure, Romance",7.9,47291,3.98,5
"['Crime', 'Drama', 'Mystery', 'Thriller']",25.347,2007-03-02,Zodiac,2007,R,443706,157,"Crime, Drama, Mystery",7.7,469160,33.08,3
"['Drama', 'Romance']",12.968,1996-05-13,Breaking the Waves,1996,R,115751,159,Drama,7.8,62609,4.04,5
"['Drama', 'Comedy']",29.483,2014-08-27,Birdman or (The Unexpected Virtue of Ignorance),2014,R,2562232,119,"Comedy, Drama",7.7,582295,42.34,8
"['Drama', 'Music', 'Romance']",8.317,1972-02-13,Cabaret,1972,PG,68327,124,"Drama, Music, Musical",7.8,48507,42.77,2
['Drama'],11.562,2014-09-24,Leviathan,2014,R,2802154,140,"Crime, Drama",7.6,49601,1.09,9
"['Adventure', 'Horror', 'Action', 'Thriller', 'Science Fiction']",11.472,1989-03-17,Leviathan,2014,R,2802154,140,"Crime, Drama",7.6,49601,1.09,3
"['Drama', 'Thriller', 'War']",15.078,2006-09-01,Black Book,2006,R,389557,145,"Drama, Thriller, War",7.7,72793,4.4,9
"['Thriller', 'Crime', 'Drama', 'Mystery']",10.18,1973-03-07,The Long Goodbye,1973,R,70334,112,"Comedy, Crime, Drama",7.6,26465,0.96,3
"['Drama', 'Romance', 'Comedy']",7.236,2012-09-13,Barfi!,2012,Not Rated,2082197,151,"Comedy, Drama, Romance",8.1,75936,2.8,9
['Drama'],6.542,2002-09-12,The Magdalene Sisters,2002,R,318411,114,Drama,7.7,25990,4.89,9
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",84.792,2009-12-10,Avatar,2009,PG-13,499549,162,"Action, Adventure, Fantasy",7.8,1121733,760.51,12
"['Horror', 'History', 'Thriller']",8.435,1961-12-15,The Innocents,1961,Not Rated,55018,100,Horror,7.8,27109,2.62,12
"['Drama', 'History']",7.719,2016-02-10,The Innocents,1961,Not Rated,55018,100,Horror,7.8,27109,2.62,2
['Drama'],14.92,1992-12-11,A Few Good Men,1992,R,104257,138,"Drama, Thriller",7.7,236310,141.34,12
"['Comedy', 'Thriller', 'Drama']",12.177,1985-09-13,After Hours,1985,R,88680,97,"Comedy, Crime, Drama",7.7,60101,10.6,9
"['Drama', 'Romance']",14.532,1995-12-13,Sense and Sensibility,1995,PG,114388,136,"Drama, Romance",7.6,103063,43.18,12
"['Music', 'Comedy']",8.867,1964-07-07,A Hard Day's Night,1964,G,58182,87,"Comedy, Musical",7.6,40496,13.78,7
"['Science Fiction', 'Drama']",91.192,2017-10-04,Blade Runner 2049,2017,R,1856101,164,"Action, Drama, Mystery",8.0,464845,92.05,10
"['War', 'Action', 'Drama']",39.491,2017-07-19,Dunkirk,2017,PG-13,5013056,106,"Action, Drama, History",7.8,558627,188.37,7
"['Action', 'Crime']",51.533,2017-06-28,Baby Driver,2017,R,3890160,113,"Action, Crime, Drama",7.6,442137,107.83,6
"['Drama', 'Adventure']",13.486,2013-09-21,Nebraska,2013,R,1821549,115,"Adventure, Comedy, Drama",7.7,112608,17.65,9
['Drama'],11.348,2006-01-12,The Last King of Scotland,2006,R,455590,123,"Biography, Drama, History",7.7,175834,17.61,1
"['Drama', 'Thriller']",9.788,2001-03-07,The Experiment,2001,R,250258,120,"Drama, Thriller",7.7,90952,0.14,3
"['Thriller', 'Drama']",17.135,2010-07-15,The Experiment,2001,R,250258,120,"Drama, Thriller",7.7,90952,0.14,7
"['Comedy', 'Drama']",8.722,1987-06-19,Withnail & I,1987,R,94336,107,"Comedy, Drama",7.7,40521,1.54,6
"['Drama', 'Thriller', 'History']",11.267,1999-03-10,The Insider,1999,R,140352,157,"Biography, Drama, Thriller",7.8,160387,28.97,3
"['Science Fiction', 'Action', 'Adventure', 'Thriller']",37.142,1987-06-12,Predator,1987,R,93773,107,"Action, Adventure, Sci-Fi",7.8,372517,59.74,6
"['Comedy', 'Music']",6.927,1935-11-15,A Night at the Opera,1935,Passed,26778,96,"Comedy, Music, Musical",7.9,30637,2.54,11
"['Drama', 'Comedy']",8.026,1993-09-14,Naked,1993,Not Rated,107653,132,"Comedy, Drama",7.8,34789,1.77,9
['Comedy'],21.412,2017-08-11,Naked,1993,Not Rated,107653,132,"Comedy, Drama",7.8,34789,1.77,8
"['Action', 'Drama', 'Thriller']",10.27,2002-03-29,Sympathy for Mr. Vengeance,2002,R,310775,129,"Crime, Drama, Thriller",7.6,62876,0.05,3
['Drama'],10.613,1996-12-25,Hamlet,1996,PG-13,116477,242,Drama,7.7,36061,4.41,12
"['Drama', 'History']",9.648,1990-12-19,Hamlet,1996,PG-13,116477,242,Drama,7.7,36061,4.41,12
['Comedy'],9.401,1992-03-13,My Cousin Vinny,1992,R,104952,120,"Comedy, Crime",7.6,107735,52.93,3
"['Drama', 'Action']",16.862,2006-01-26,Fearless,2006,PG-13,446059,104,"Action, Biography, Drama",7.6,72957,24.63,1
"['Drama', 'Romance']",14.249,2001-06-08,Y Tu Mamá También,2001,R,245574,106,Drama,7.6,116151,13.62,6
"['Comedy', 'Drama']",14.001,1993-09-24,Dazed and Confused,1993,R,106677,102,Comedy,7.6,166243,7.99,9
"['Drama', 'History']",15.064,1995-06-30,Apollo 13,1995,PG,112384,140,"Adventure, Drama, History",7.6,270306,173.84,6
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",26.373,2014-02-06,The Lego Movie,2014,PG,1490017,100,"Animation, Action, Adventure",7.7,324655,257.76,2
"['Drama', 'Music']",15.662,2004-10-29,Ray,2004,PG-13,350258,152,"Biography, Drama, Music",7.7,138809,75.33,10
"['Drama', 'Thriller', 'Mystery']",17.896,1986-09-24,The Name of the Rose,1986,R,91605,130,"Crime, Drama, Mystery",7.7,102321,7.15,9
"['Drama', 'History', 'War']",16.755,1998-03-05,The Thin Red Line,1998,R,120863,170,"Drama, War",7.6,173275,36.4,3
"['Fantasy', 'Comedy', 'Romance']",7.296,1985-03-01,The Purple Rose of Cairo,1985,PG,89853,82,"Comedy, Fantasy, Romance",7.7,47214,10.63,3
"['Drama', 'Comedy', 'Romance']",10.652,2011-10-08,The Artist,2011,PG-13,1655442,100,"Comedy, Drama, Romance",7.9,231136,44.67,10
['Action'],15.562,1973-08-17,Enter the Dragon,1973,R,70034,102,"Action, Crime, Drama",7.7,96958,25.0,8
"['Comedy', 'Drama']",9.352,1998-12-11,Rushmore,1998,R,128445,93,"Comedy, Drama, Romance",7.7,169685,17.11,12
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",11.273,1982-06-04,Star Trek II: The Wrath of Khan,1982,PG,84726,113,"Action, Adventure, Sci-Fi",7.7,112989,78.91,6
['Drama'],7.012,1982-12-08,The Verdict,1982,R,84855,129,Drama,7.7,36248,54.0,12
"['Western', 'Drama', 'Adventure']",8.622,1969-06-11,True Grit,2010,PG-13,1403865,110,"Drama, Western",7.6,312868,171.24,6
"['Drama', 'Adventure', 'Western']",11.84,2010-12-22,True Grit,2010,PG-13,1403865,110,"Drama, Western",7.6,312868,171.24,12
"['Comedy', 'Fantasy']",24.505,1984-06-08,Ghostbusters,1984,PG,87332,105,"Action, Comedy, Fantasy",7.8,356413,238.63,6
"['Action', 'Fantasy', 'Comedy']",47.729,2016-07-14,Ghostbusters,1984,PG,87332,105,"Action, Comedy, Fantasy",7.8,356413,238.63,7
"['Action', 'Crime', 'Drama', 'Thriller']",20.16,2001-10-05,Training Day,2001,R,139654,122,"Crime, Drama, Thriller",7.7,392180,76.63,10
"['Crime', 'Drama', 'Thriller']",17.995,2006-03-17,Inside Man,2006,R,454848,129,"Crime, Drama, Mystery",7.6,341397,88.51,3
"['Science Fiction', 'Action', 'Adventure']",33.31,2009-05-06,Star Trek,2009,PG-13,796366,127,"Action, Adventure, Sci-Fi",7.9,578198,257.73,5
['Drama'],17.803,1999-09-17,The Hurricane,1999,R,174856,146,"Biography, Drama, Sport",7.6,91835,50.67,9
"['Crime', 'Drama', 'Comedy']",11.676,1986-09-20,Down by Law,1986,R,90967,107,"Comedy, Crime, Drama",7.8,47991,1.44,9
"['Drama', 'Music', 'Romance']",11.448,2007-03-23,Once,2007,R,907657,86,"Drama, Music, Romance",7.8,110897,9.44,3
"['Crime', 'Drama', 'Mystery']",12.358,1992-09-15,Glengarry Glen Ross,1992,R,104348,100,"Crime, Drama, Mystery",7.7,96138,10.73,9
['Comedy'],12.824,1994-09-13,Clerks,1994,R,109445,92,Comedy,7.7,211762,3.15,9
"['Action', 'Drama', 'Thriller']",28.538,2004-04-23,Man on Fire,2004,R,328107,146,"Action, Crime, Drama",7.7,330624,77.91,4
"['Action', 'Drama', 'Mystery', 'Thriller']",25.257,2002-06-14,The Bourne Identity,2002,PG-13,258463,119,"Action, Mystery, Thriller",7.9,510160,121.66,6
"['Comedy', 'Romance', 'Drama']",16.253,1989-01-12,When Harry Met Sally...,1989,R,98635,95,"Comedy, Drama, Romance",7.6,196612,92.82,1
['Comedy'],15.115,1999-02-19,Office Space,1999,R,151804,89,Comedy,7.7,242263,10.82,2
"['Crime', 'Drama']",17.201,2001-04-04,Blow,2001,R,221027,124,"Biography, Crime, Drama",7.6,241367,52.99,4
"['Adventure', 'Drama', 'Comedy']",13.222,2019-08-09,The Peanut Butter Falcon,2019,PG-13,4364194,97,"Adventure, Comedy, Drama",7.6,67952,13.12,8
"['Comedy', 'Crime', 'Drama']",12.372,2002-12-06,Adaptation.,2002,R,268126,115,"Comedy, Drama",7.7,179124,22.25,12
"['Action', 'Adventure', 'Thriller', 'War']",31.812,1982-10-22,First Blood,1982,R,83944,93,"Action, Adventure",7.7,227289,47.21,10
['Drama'],6.949,1979-12-16,All That Jazz,1979,R,78754,123,"Drama, Music, Musical",7.9,28334,37.82,12
"['Crime', 'Thriller']",6.546,1967-10-26,Wait Until Dark,1967,Not Rated,62467,108,Thriller,7.8,27812,17.55,10
"['Thriller', 'Action', 'Crime']",23.724,2005-04-01,Sin City,2005,R,401792,124,"Crime, Thriller",8.0,739239,74.1,4
"['Drama', 'Action', 'Thriller']",22.938,1993-08-06,The Fugitive,1993,PG-13,106977,130,"Action, Crime, Drama",7.8,268497,183.88,8
['Drama'],11.794,2004-02-06,The Motorcycle Diaries,2004,R,318462,126,"Adventure, Biography, Drama",7.8,96893,16.76,2
"['Drama', 'History']",8.757,1966-12-12,A Man for All Seasons,1966,G,60665,120,"Biography, Drama, History",7.7,31346,28.35,12
"['Drama', 'Comedy']",10.485,2003-01-26,The Station Agent,2003,R,340377,89,"Comedy, Drama",7.6,67482,5.74,1
"['Crime', 'Drama', 'Mystery', 'Thriller']",17.307,2017-08-03,Wind River,2017,R,5362988,107,"Crime, Drama, Mystery",7.7,207679,33.8,8
"['Animation', 'Fantasy', 'Horror', 'Action']",15.09,2000-08-25,Vampire Hunter D: Bloodlust,2000,R,216651,103,"Animation, Action, Fantasy",7.7,29288,0.15,8
"['Comedy', 'Drama', 'Romance']",8.488,1940-01-18,His Girl Friday,1940,Passed,32599,92,"Comedy, Drama, Romance",7.9,53845,0.3,1
"['Animation', 'Family', 'Fantasy']",8.922,2009-02-09,The Secret of Kells,2009,Not Rated,485601,75,"Animation, Adventure, Family",7.6,31995,0.69,2
"['Drama', 'War', 'Romance', 'History']",7.453,2005-11-09,Joyeux Noel,2005,PG-13,424205,116,"Drama, History, Music",7.7,28046,1.05,11
"['Comedy', 'Drama', 'Fantasy']",13.949,1999-10-29,Being John Malkovich,1999,R,120601,113,"Comedy, Drama, Fantasy",7.7,313388,22.86,10
"['Adventure', 'Action', 'Science Fiction']",104.594,2016-04-27,Captain America: Civil War,2016,PG-13,3498820,147,"Action, Adventure, Sci-Fi",7.8,667295,408.08,4
"['Thriller', 'Crime']",27.538,2001-12-07,Ocean's Eleven,2001,PG-13,240772,116,"Crime, Thriller",7.7,518400,183.42,12
"['Comedy', 'Crime', 'Music', 'Thriller']",9.637,1960-08-10,Ocean's Eleven,2001,PG-13,240772,116,"Crime, Thriller",7.7,518400,183.42,8
['Drama'],13.285,2013-11-01,Philomena,2013,PG-13,2431286,98,"Biography, Comedy, Drama",7.6,94372,37.71,11
['Drama'],13.818,2017-10-06,The Florida Project,2017,R,5649144,111,Drama,7.6,95960,5.9,10
"['Romance', 'Comedy', 'Drama']",9.539,1952-07-21,The Quiet Man,1952,Passed,45061,129,"Comedy, Drama, Romance",7.7,34792,10.55,7
"['Drama', 'Romance', 'Comedy']",17.452,2003-09-18,Lost in Translation,2003,R,335266,102,"Comedy, Drama",7.7,416852,44.59,9
"['Crime', 'Drama', 'Thriller']",10.315,1984-09-07,Blood Simple,1984,R,86979,99,"Crime, Drama, Thriller",7.6,88096,2.15,9
"['Comedy', 'Romance']",15.894,1997-12-19,As Good as It Gets,1997,PG-13,119822,139,"Comedy, Drama, Romance",7.7,276625,148.48,12
"['Adventure', 'Comedy', 'War']",14.101,1970-06-22,Kelly's Heroes,1970,GP,65938,144,"Adventure, Comedy, War",7.6,45426,1.38,6
"['Animation', 'Family']",54.948,1940-11-13,Fantasia,1940,G,32455,125,"Animation, Family, Fantasy",7.7,88916,76.41,11
"['Horror', 'Mystery', 'Crime']",52.985,2004-10-01,Saw,2004,R,387564,103,"Horror, Mystery, Thriller",7.6,380061,56.0,10
"['Crime', 'Horror', 'Thriller']",15.94,2003-01-01,Saw,2004,R,387564,103,"Horror, Mystery, Thriller",7.6,380061,56.0,1
"['Science Fiction', 'Action', 'Adventure', 'Thriller']",12.437,2005-09-03,Serenity,2005,PG-13,379786,119,"Action, Adventure, Sci-Fi",7.8,283761,25.51,9
"['Thriller', 'Mystery', 'Drama']",20.112,2019-01-24,Serenity,2005,PG-13,379786,119,"Action, Adventure, Sci-Fi",7.8,283761,25.51,1
['Drama'],10.317,1996-08-15,Shine,1996,PG-13,117631,105,"Biography, Drama, Music",7.7,51460,35.81,8
"['Drama', 'Romance']",13.696,1993-11-05,The Remains of the Day,1993,PG,107943,134,"Drama, Romance",7.8,66361,22.95,11
"['Crime', 'Drama']",10.819,2002-12-16,25th Hour,2002,R,307901,135,Drama,7.6,170021,13.06,12
['Drama'],51.692,2015-11-25,Creed,2015,PG-13,3076658,133,"Drama, Sport",7.6,248465,109.77,11
"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",17.351,1992-09-25,The Last of the Mohicans,1992,R,104691,112,"Action, Adventure, Drama",7.7,151353,75.51,9
"['Action', 'Drama', 'Mystery', 'Thriller']",22.387,2007-08-03,The Bourne Ultimatum,2007,PG-13,440963,115,"Action, Mystery, Thriller",8.0,605672,227.47,8
"['Drama', 'Animation', 'Comedy']",10.12,2003-06-11,The Triplets of Belleville,2003,PG-13,286244,80,"Animation, Comedy, Drama",7.8,50688,7.0,6
"['Adventure', 'Romance']",12.582,1952-01-07,The African Queen,1951,PG,43265,105,"Adventure, Drama, Romance",7.7,71711,0.54,1
"['Action', 'Adventure']",79.879,2018-07-13,Mission: Impossible - Fallout,2018,PG-13,4912910,147,"Action, Adventure, Thriller",7.7,292713,220.16,7
"['Drama', 'War', 'History']",40.705,2001-03-14,Enemy at the Gates,2001,R,215750,131,"Drama, History, War",7.6,244436,51.4,3
"['Comedy', 'Drama', 'Family']",9.21,1947-06-11,Miracle on 34th Street,1947,Not Rated,39628,96,"Comedy, Drama, Family",7.9,41731,2.65,6
"['Fantasy', 'Drama', 'Family']",10.583,1994-11-18,Miracle on 34th Street,1947,Not Rated,39628,96,"Comedy, Drama, Family",7.9,41731,2.65,11
"['Adventure', 'Drama', 'Action']",28.912,2012-11-20,Life of Pi,2012,PG,454876,127,"Adventure, Drama, Fantasy",7.9,582482,124.99,11
"['Thriller', 'Crime', 'Mystery']",15.113,2007-09-14,Eastern Promises,2007,R,765443,100,"Action, Crime, Drama",7.6,228461,17.11,9
"['Science Fiction', 'Drama']",16.981,1977-11-18,Close Encounters of the Third Kind,1977,PG,75860,138,"Drama, Sci-Fi",7.6,185570,132.09,11
['Drama'],15.067,2010-12-17,The Fighter,2010,R,964517,116,"Biography, Drama, Sport",7.8,341821,93.62,12
['Science Fiction'],23.014,2009-08-05,District 9,2009,R,1136608,112,"Action, Sci-Fi, Thriller",7.9,639406,115.65,8
"['Crime', 'Drama', 'Thriller']",14.262,2002-07-12,Road to Perdition,2002,R,257044,117,"Crime, Drama, Thriller",7.7,247644,104.45,7
"['Action', 'Thriller']",46.706,2008-02-18,Taken,2008,PG-13,936501,90,"Action, Thriller",7.8,565869,145.0,2
"['Adventure', 'Drama', 'Action', 'Romance']",15.801,2000-07-06,"Crouching Tiger, Hidden Dragon",2000,PG-13,190332,120,"Action, Adventure, Fantasy",7.8,253875,128.08,7
"['Adventure', 'Romance', 'Drama']",8.886,2001-06-15,Lagaan: Once Upon a Time in India,2001,PG,169102,224,"Drama, Musical, Sport",8.1,105356,0.07,6
"['Animation', 'Family', 'Fantasy']",74.355,1989-11-17,The Little Mermaid,1989,G,97757,83,"Animation, Family, Fantasy",7.6,238537,111.54,11
"['Adventure', 'Action', 'Thriller']",20.316,1964-09-20,Goldfinger,1964,PG,58150,110,"Action, Adventure, Thriller",7.7,174686,51.08,9
"['Drama', 'Thriller', 'Crime', 'Romance']",15.159,2005-10-26,Match Point,2005,R,416320,124,"Drama, Romance, Thriller",7.6,206754,23.09,10
"['Action', 'Crime', 'Thriller']",38.677,2015-09-17,Sicario,2015,R,3397884,121,"Action, Crime, Drama",7.6,373067,46.89,9
"['Music', 'Comedy', 'Family', 'Fantasy', 'Drama']",9.606,1992-12-10,The Muppet Christmas Carol,1992,G,104940,85,"Comedy, Drama, Family",7.7,50419,27.28,12
['Drama'],17.184,2017-06-01,Loveless,2017,R,6304162,127,Drama,7.6,29934,0.57,6
"['Comedy', 'Family']",11.033,1983-11-18,A Christmas Story,1983,PG,85334,93,"Comedy, Family",7.9,133172,20.61,11
"['Thriller', 'Drama', 'Crime', 'Horror']",21.817,2000-04-13,American Psycho,2000,R,144084,101,"Comedy, Crime, Drama",7.6,493812,15.07,4
"['Comedy', 'Science Fiction', 'Fantasy']",11.222,1991-04-17,Delicatessen,1991,R,101700,99,"Comedy, Crime",7.6,80700,1.79,4
"['Action', 'Drama', 'Thriller']",11.557,1998-03-03,Run Lola Run,1998,R,130827,80,"Crime, Drama, Thriller",7.6,188676,7.27,3
"['Action', 'History', 'War']",24.713,2001-12-28,Black Hawk Down,2001,R,265086,144,"Drama, History, War",7.7,365186,108.64,12
"['Drama', 'Crime', 'Thriller']",12.192,2003-03-05,21 Grams,2003,R,315733,124,"Crime, Drama, Thriller",7.6,225037,16.29,3
"['Action', 'Adventure', 'Science Fiction']",23.679,2013-05-05,Star Trek Into Darkness,2013,PG-13,1408101,132,"Action, Adventure, Sci-Fi",7.7,463866,228.78,5
"['Comedy', 'Family']",1.411,1990-11-16,Home Alone,1990,PG,99785,103,"Comedy, Family",7.6,490388,285.76,11
"['Action', 'Comedy', 'Crime', 'Fantasy']",21.799,2004-02-10,Kung Fu Hustle,2004,R,373074,99,"Action, Comedy, Fantasy",7.7,127630,17.11,2
"['Mystery', 'Science Fiction']",15.814,1998-02-27,Dark City,1998,R,118929,100,"Mystery, Sci-Fi, Thriller",7.6,188308,14.38,2
['Drama'],6.789,2003-05-16,Evil,2003,Not Rated,338309,113,Drama,7.8,35745,0.02,5
"['Drama', 'Adventure', 'Thriller']",9.625,1972-07-30,Deliverance,1972,R,68473,109,"Adventure, Drama, Thriller",7.7,99009,7.06,7
"['Drama', 'Romance', 'War']",9.83,2004-10-26,A Very Long Engagement,2004,R,344510,133,"Drama, Mystery, Romance",7.6,71038,6.17,10
['Drama'],10.541,1981-12-01,On Golden Pond,1981,PG,82846,109,Drama,7.6,27750,119.29,12
"['Drama', 'Romance', 'War']",9.109,1953-08-28,From Here to Eternity,1953,Passed,45793,118,"Drama, Romance, War",7.6,43544,30.5,8
"['Drama', 'History']",8.311,2008-10-15,Frost/Nixon,2008,R,870111,122,"Biography, Drama, History",7.7,103547,18.59,10
"['Crime', 'Drama', 'Thriller']",12.449,1993-02-26,Falling Down,1993,R,106856,113,"Crime, Drama, Thriller",7.6,172322,40.9,2
"['Adventure', 'Comedy', 'Crime']",13.195,2000-08-30,"O Brother, Where Art Thou?",2000,PG-13,190590,107,"Adventure, Comedy, Crime",7.7,288133,45.51,8
"['Drama', 'Mystery']",6.881,2013-05-17,The Past,2013,PG-13,2404461,130,"Drama, Mystery",7.8,45110,1.33,5
"['Comedy', 'Drama', 'History']",10.742,2006-01-26,Rang De Basanti,2006,Not Rated,405508,167,"Comedy, Crime, Drama",8.2,112293,2.2,1
"['Comedy', 'Drama']",28.592,2015-12-11,The Big Short,2015,R,1596363,130,"Biography, Comedy, Drama",7.8,367533,70.26,12
"['Drama', 'Comedy', 'Romance']",9.356,2003-09-17,Love Me If You Dare,2003,R,364517,93,"Comedy, Drama, Romance",7.6,67487,0.55,9
"['Crime', 'Drama', 'Mystery']",14.207,2007-06-06,Gone Baby Gone,2007,R,452623,114,"Crime, Drama, Mystery",7.6,251388,20.3,6
"['Action', 'Thriller', 'Science Fiction', 'Mystery']",24.238,2002-06-20,Minority Report,2002,PG-13,181689,145,"Action, Crime, Mystery",7.6,509774,132.07,6
"['Animation', 'Drama', 'Romance']",11.815,1991-07-20,Only Yesterday,1991,PG,102587,118,"Animation, Drama, Romance",7.6,27326,0.45,7
"['Western', 'Comedy']",12.281,1974-02-07,Blazing Saddles,1974,R,71230,93,"Comedy, Western",7.7,126476,119.5,2
['Drama'],12.807,2004-10-17,Finding Neverland,2004,PG,308644,106,"Biography, Drama, Family",7.6,199030,51.68,10
"['Crime', 'Drama', 'Thriller']",12.615,2012-09-20,End of Watch,2012,R,1855199,109,"Action, Crime, Drama",7.6,228734,41.0,9
"['Family', 'Animation', 'Comedy', 'Adventure']",71.55,2012-11-01,Wreck-It Ralph,2012,PG,1772341,101,"Animation, Adventure, Comedy",7.7,381450,189.42,11
"['Western', 'Crime']",18.153,2016-08-12,Hell or High Water,2016,R,2582782,102,"Action, Crime, Drama",7.6,205055,26.86,8
['Drama'],27.885,2010-10-01,The Social Network,2010,PG-13,1285016,120,"Biography, Drama",7.7,627889,96.96,10
"['Drama', 'Thriller']",8.603,2016-06-24,The Salesman,2016,PG-13,5186714,124,Drama,7.8,51673,2.4,6
"['Action', 'Mystery', 'Science Fiction']",29.343,2009-03-05,Watchmen,2009,R,409459,162,"Action, Drama, Mystery",7.6,502170,107.51,3
"['Science Fiction', 'Action', 'Drama', 'Thriller']",45.949,2014-06-26,Dawn of the Planet of the Apes,2014,PG-13,2103281,130,"Action, Adventure, Drama",7.6,412417,208.55,6
"['Fantasy', 'Drama', 'Thriller', 'Romance']",13.814,2006-08-18,The Illusionist,2006,PG-13,443543,110,"Drama, Fantasy, Mystery",7.6,355366,39.87,8
"['Animation', 'Drama']",7.89,2010-02-16,The Illusionist,2006,PG-13,443543,110,"Drama, Fantasy, Mystery",7.6,355366,39.87,2
"['Drama', 'Romance']",5.539,2013-09-20,The Lunchbox,2013,PG,2350496,104,"Drama, Romance",7.8,50730,4.23,9
['Comedy'],70.725,2009-06-02,The Hangover,2009,R,1119646,100,Comedy,7.7,719197,277.32,6
"['Adventure', 'Fantasy', 'Action']",53.809,2012-11-26,The Hobbit: An Unexpected Journey,2012,PG-13,903624,169,"Adventure, Fantasy",7.8,759335,303.0,11
"['Action', 'Drama', 'Thriller']",23.505,2004-07-23,The Bourne Supremacy,2004,PG-13,372183,108,"Action, Mystery, Thriller",7.7,435859,176.24,7
['Drama'],13.944,2005-05-06,Crash,2004,R,375679,112,"Crime, Drama, Thriller",7.7,420299,54.58,5
"['Drama', 'Thriller', 'Romance']",21.337,1996-07-17,Crash,2004,R,375679,112,"Crime, Drama, Thriller",7.7,420299,54.58,7
"['Drama', 'Fantasy', 'Western']",13.864,1995-12-23,Dead Man,1995,R,112817,121,"Adventure, Drama, Fantasy",7.6,90712,1.04,12
"['Action', 'Thriller', 'Crime']",9.965,1999-01-22,The Boondock Saints,1999,R,144117,108,"Action, Crime, Thriller",7.8,227494,0.03,1
"['Family', 'Animation', 'Adventure']",44.924,1967-10-18,The Jungle Book,1967,G,61852,78,"Animation, Adventure, Family",7.6,166957,141.84,10
"['Adventure', 'Drama', 'Family', 'Fantasy']",25.978,2016-04-07,The Jungle Book,1967,G,61852,78,"Animation, Adventure, Family",7.6,166957,141.84,4
"['Adventure', 'Drama', 'Family']",8.131,1994-12-23,The Jungle Book,1967,G,61852,78,"Animation, Adventure, Family",7.6,166957,141.84,12
['Comedy'],14.342,1980-07-02,Airplane!,1980,PG,80339,88,Comedy,7.7,215597,83.4,7
"['Comedy', 'Horror']",47.256,2009-10-07,Zombieland,2009,R,1156398,88,"Adventure, Comedy, Fantasy",7.6,521344,75.59,10
"['Drama', 'Thriller']",17.651,2012-10-11,Argo,2012,R,1024648,120,"Biography, Drama, Thriller",7.7,574178,136.03,10
"['Crime', 'Drama', 'Thriller']",25.57,2005-09-16,Lord of War,2005,R,399295,122,"Action, Crime, Drama",7.6,294756,24.15,9
['Drama'],4.976,2010-08-26,In a Better World,2010,R,1340107,118,"Drama, Romance",7.6,38550,1.01,8
['Comedy'],11.192,1987-11-26,"Planes, Trains and Automobiles",1987,R,93748,93,"Comedy, Drama",7.6,125167,49.53,11
