genre_ids,id,original_language,popularity,release_date,title,vote_average,vote_count
"['Animation', 'Family', 'Adventure']",77951,en,25.572,2013-12-18,Walking with Dinosaurs,5.7,305
"['Action', 'Crime']",13056,en,17.951,2008-12-05,Punisher: War Zone,5.7,723
"['Horror', 'Thriller']",10092,en,11.6,2005-09-16,Cry Wolf,5.7,352
['Comedy'],336890,en,13.565,2017-03-17,Goon: Last of the Enforcers,5.7,204
"['Drama', 'History', 'Romance']",9453,en,12.132,1979-08-14,Caligula,5.7,437
"['Action', 'Adventure', 'Comedy']",389053,en,10.951,2016-05-27,The Do-Over,5.7,1112
"['Drama', 'Comedy', 'Romance']",312669,en,9.695,2016-04-27,Maggie's Plan,5.7,276
"['Action', 'Comedy', 'Science Fiction']",257344,en,65.029,2015-07-16,Pixels,5.7,5824
[],60203,it,5.356,1999-01-01,Il pesce innamorato,5.7,201
"['Horror', 'Thriller']",19904,en,10.679,2009-10-16,The Stepfather,5.7,540
"['Comedy', 'Family']",13962,en,9.941,1994-02-11,Blank Check,5.7,293
"['Action', 'Adventure', 'Comedy']",9292,en,14.09,1991-05-23,Hudson Hawk,5.7,626
"['Horror', 'Thriller']",276488,en,8.137,2014-04-17,Let Us Prey,5.7,209
"['Action', 'Adventure', 'Comedy']",62206,en,14.268,2011-08-11,30 Minutes or Less,5.7,1202
"['Family', 'Adventure', 'Animation', 'Comedy']",10996,en,32.545,2002-07-19,Stuart Little 2,5.7,1754
"['Horror', 'Thriller', 'Science Fiction']",37707,en,22.203,2009-10-06,Splice,5.7,1526
"['Adventure', 'Fantasy', 'Science Fiction', 'Family', 'Action']",475430,en,63.477,2020-06-12,Artemis Fowl,5.7,1112
"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",9906,en,21.505,2006-07-28,The Ant Bully,5.7,974
['Comedy'],8457,en,14.218,2008-02-04,Drillbit Taylor,5.7,717
"['Action', 'Comedy']",12277,en,9.593,2002-05-31,Undercover Brother,5.7,246
"['Action', 'Adventure', 'Science Fiction', 'Family', 'Fantasy']",9070,en,13.892,1995-06-30,Mighty Morphin Power Rangers: The Movie,5.7,444
"['Adventure', 'Fantasy', 'Animation', 'Family']",26505,en,12.079,2009-11-26,Arthur and the Revenge of Maltazard,5.7,1310
"['Horror', 'Thriller', 'Mystery']",480414,en,45.122,2019-04-17,The Curse of La Llorona,5.7,1534
['Comedy'],355008,en,12.017,2016-04-22,Special Correspondents,5.7,323
['Drama'],253161,en,8.663,2014-08-30,Madame Bovary,5.7,322
"['Animation', 'Comedy', 'Family', 'Adventure']",227783,en,16.035,2014-01-17,The Nut Job,5.7,703
"['Drama', 'Thriller']",44982,en,18.719,2010-03-12,13,5.7,536
"['Comedy', 'Drama', 'Romance']",377275,fr,7.143,2016-09-14,In Bed with Victoria,5.7,295
"['Action', 'Comedy', 'Horror', 'Science Fiction', 'Thriller']",10829,en,19.713,2001-10-02,Tremors 3: Back to Perfection,5.7,403
"['Comedy', 'Drama']",57157,en,11.221,2011-12-09,Young Adult,5.7,889
"['Science Fiction', 'Action', 'Adventure', 'Thriller']",172,en,11.677,1989-06-09,Star Trek V: The Final Frontier,5.7,773
"['Comedy', 'Drama']",575479,fr,39.09,2019-08-28,An Easy Girl,5.7,216
"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']",55301,en,50.627,2011-12-14,Alvin and the Chipmunks: Chipwrecked,5.7,1535
"['Comedy', 'Family', 'Animation', 'Adventure']",41515,en,11.193,2010-12-17,Yogi Bear,5.7,634
"['Thriller', 'Mystery', 'Drama']",416051,fr,10.11,2017-11-01,Based on a True Story,5.7,339
"['Thriller', 'Mystery', 'Science Fiction']",347945,en,13.643,2015-07-22,Synchronicity,5.7,275
"['Action', 'Crime', 'Drama', 'Thriller']",139567,en,14.461,2012-08-31,Fire with Fire,5.7,484
['Drama'],49014,en,10.182,2012-05-25,Cosmopolis,5.7,851
"['Mystery', 'Science Fiction', 'Thriller']",438,en,11.376,2004-10-15,Cube Zero,5.7,705
"['Mystery', 'Thriller', 'Crime']",11456,en,14.01,2001-10-28,Domestic Disturbance,5.7,261
"['Action', 'Thriller', 'Drama']",9884,en,17.41,2002-02-06,Collateral Damage,5.7,953
"['Thriller', 'Horror']",287084,en,13.718,2014-10-16,The Town that Dreaded Sundown,5.7,279
"['Drama', 'Horror', 'Thriller']",159128,en,7.698,2013-09-27,We Are What We Are,5.7,388
"['Comedy', 'Thriller', 'Crime']",2122,en,14.567,2004-04-07,The Whole Ten Yards,5.7,640
"['Comedy', 'Romance']",582186,en,30.663,2019-02-14,"Oh, Ramona!",5.7,295
"['Romance', 'Comedy', 'Drama']",489929,en,29.298,2018-08-02,Destination Wedding,5.7,464
"['Action', 'Comedy']",10040,en,16.041,2005-03-11,Miss Congeniality 2: Armed and Fabulous,5.7,1299
['Horror'],480105,en,23.176,2019-08-15,47 Meters Down: Uncaged,5.7,928
['Comedy'],219318,fr,7.893,2013-10-02,The Volcano,5.7,526
"['Drama', 'Thriller']",115348,en,16.041,2013-08-14,Paranoia,5.7,640
"['Comedy', 'Family', 'Adventure']",11888,en,12.123,2002-01-18,Snow Dogs,5.7,530
"['Comedy', 'Crime']",24271,en,10.318,2009-05-09,The Maiden Heist,5.7,230
"['Comedy', 'Horror']",19994,en,41.573,2009-09-18,Jennifer's Body,5.7,2423
"['Drama', 'Music']",10805,en,9.315,1983-07-11,Staying Alive,5.7,309
"['Comedy', 'Romance']",9038,en,16.288,2007-10-05,The Heartbreak Kid,5.7,1157
"['Drama', 'Mystery', 'Romance']",301372,en,10.201,2017-04-28,Voice from the Stone,5.7,359
"['Action', 'Science Fiction', 'Thriller']",156717,en,24.087,2013-01-04,Death Race: Inferno,5.7,510
"['Comedy', 'Horror']",139038,en,43.69,2013-01-11,A Haunted House,5.7,1210
['Comedy'],41668,it,5.581,1996-12-20,Fantozzi The Return,5.7,283
"['Action', 'Comedy', 'Crime']",268920,en,17.084,2015-05-08,Hot Pursuit,5.7,1289
"['Comedy', 'Drama']",94363,en,8.549,2011-09-10,Hick,5.7,312
"['Drama', 'Crime']",9676,en,16.226,2006-09-15,The Black Dahlia,5.7,739
"['Action', 'Comedy', 'Crime']",213681,en,16.92,2016-09-09,Masterminds,5.7,1315
"['Action', 'Crime', 'Thriller']",430040,en,52.697,2018-02-28,The Hurricane Heist,5.7,736
"['Action', 'Thriller']",3512,en,18.274,1995-07-13,Under Siege 2: Dark Territory,5.7,543
['Drama'],1375,en,25.924,1990-11-16,Rocky V,5.7,2108
"['Comedy', 'Drama']",87428,en,23.354,2012-06-14,That's My Boy,5.7,1235
"['Comedy', 'Thriller', 'Horror']",101519,en,8.375,2012-06-07,A Fantastic Fear of Everything,5.7,205
['Comedy'],11397,en,32.807,2001-12-07,Not Another Teen Movie,5.7,1321
"['Action', 'Adventure', 'Science Fiction']",9562,en,19.48,2003-11-26,Timeline,5.7,728
"['Comedy', 'Family']",10985,en,11.575,2002-05-10,The New Guy,5.7,355
"['Comedy', 'Crime']",10723,en,12.402,1996-09-06,Bulletproof,5.7,390
"['Thriller', 'Drama']",433630,en,11.082,2017-06-30,Inconceivable,5.7,234
['Horror'],250546,en,38.99,2014-10-02,Annabelle,5.7,4591
"['Romance', 'Comedy']",85735,fr,6.793,2011-12-10,Love Lasts Three Years,5.7,324
"['Adventure', 'Animation', 'Comedy', 'Fantasy']",223702,en,31.524,2016-07-11,Sausage Party,5.7,5559
"['Action', 'Adventure', 'Comedy', 'Horror']",457943,en,13.538,2018-10-31,Slaughterhouse Rulez,5.7,255
"['Comedy', 'Drama']",342474,en,11.568,2015-07-31,Jenny's Wedding,5.7,328
"['Comedy', 'Adventure', 'Fantasy']",18298,fr,5.417,2001-12-12,The Three Kings,5.7,214
['Action'],10861,en,10.22,1996-09-13,Maximum Risk,5.7,300
['Comedy'],2959,en,10.651,2007-07-04,License to Wed,5.7,664
['Comedy'],383869,fr,10.109,2016-06-01,Back to Mom's,5.7,364
['Thriller'],284289,en,24.655,2014-09-06,Beyond the Reach,5.7,264
"['Horror', 'Action', 'Fantasy']",22894,en,35.266,2010-01-21,Legion,5.7,1741
"['Action', 'Comedy', 'Romance']",109513,en,10.055,2012-08-22,Hit & Run,5.7,391
"['Comedy', 'Drama', 'Romance']",84165,en,5.98,2012-03-28,2 Days in New York,5.7,210
"['Fantasy', 'Horror', 'Thriller']",46261,en,25.395,2010-11-06,Don't Be Afraid of the Dark,5.7,782
"['Drama', 'Family', 'Fantasy', 'Adventure']",34636,en,15.713,1990-10-24,The NeverEnding Story II: The Next Chapter,5.7,546
"['Drama', 'Action', 'Thriller', 'Crime']",1441,en,11.767,2006-04-05,The Contract,5.7,349
"['Comedy', 'Drama']",340402,en,9.285,2016-11-11,Almost Christmas,5.7,282
"['Action', 'Drama']",94380,en,11.448,2012-04-12,Bad Ass,5.7,276
"['Adventure', 'Fantasy', 'Horror', 'Comedy']",74461,en,8.56,2013-01-21,Knights of Badassdom,5.7,282
"['Horror', 'Thriller']",9877,en,15.324,1998-09-25,Urban Legend,5.7,828
"['Comedy', 'Action']",9622,en,14.443,1997-01-17,Beverly Hills Ninja,5.7,510
"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",23367,en,13.46,2009-08-06,Bandslam,5.7,350
"['Horror', 'Thriller']",10823,en,46.7,1984-03-09,Children of the Corn,5.7,610
['Comedy'],467673,fr,11.75,2018-06-27,Budapest,5.7,263
"['Drama', 'Comedy']",397422,en,21.147,2017-06-15,Rough Night,5.7,1565
"['Fantasy', 'Adventure']",57165,en,37.622,2012-03-27,Wrath of the Titans,5.7,3164
"['Action', 'Science Fiction']",44943,en,20.524,2011-03-08,Battle: Los Angeles,5.7,2573
"['Action', 'Comedy', 'Science Fiction']",10679,en,17.734,2012-03-10,Iron Sky,5.7,1112
"['Crime', 'Horror', 'Thriller']",514277,en,13.48,2018-08-22,Mara,5.7,253
"['Crime', 'Thriller', 'Drama']",146238,en,14.249,2013-09-24,Runner Runner,5.7,932
"['Comedy', 'Action']",434355,fr,10.193,2018-04-11,Taxi 5,5.7,730
"['Action', 'Adventure', 'Science Fiction']",286567,en,31.984,2016-10-14,Max Steel,5.7,540
"['Fantasy', 'Action', 'Science Fiction', 'Adventure']",353491,en,45.484,2017-08-03,The Dark Tower,5.7,3866
['Comedy'],253344,en,13.138,2015-07-16,Some Kind of Beautiful,5.7,438
"['Comedy', 'Thriller', 'Action', 'Crime']",10694,en,9.322,1994-03-04,The Chase,5.7,216
"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",8836,en,17.166,2008-07-24,The X Files: I Want to Believe,5.7,1023
"['Comedy', 'Action', 'Crime']",615177,en,68.629,2020-04-03,Coffee & Kareem,5.7,248
"['Action', 'Adventure', 'Animation', 'Family']",234004,en,14.765,2016-04-13,Ratchet & Clank,5.7,454
"['Action', 'Drama', 'Science Fiction', 'Thriller']",12123,en,19.361,1996-08-02,Chain Reaction,5.7,666
"['Action', 'Crime', 'Drama', 'Thriller', 'Mystery']",4597,en,11.506,2009-12-04,Armored,5.7,454
['Comedy'],244516,it,5.423,2013-12-19,Indovina chi viene a Natale?,5.7,296
"['Comedy', 'Romance']",11467,en,12.558,2001-07-17,America's Sweethearts,5.7,581
"['Action', 'Comedy']",2334,fr,18.866,2003-01-29,Taxi 3,5.7,1012
"['Horror', 'Mystery', 'Thriller']",265010,en,10.72,2014-10-10,The Canal,5.7,307
['Comedy'],345914,en,10.87,2017-06-29,The House,5.7,686
"['Drama', 'Romance']",10862,en,10.78,2000-11-15,Bounce,5.7,290
"['Adventure', 'Drama', 'Action', 'History', 'Thriller']",3513,en,9.612,1998-12-03,Legionnaire,5.7,337
"['Fantasy', 'Comedy', 'Family']",322240,en,15.262,2016-08-03,Nine Lives,5.7,757
['Comedy'],310126,it,6.696,2014-12-11,"The Rich, the Pauper and the Butler",5.7,696
"['Drama', 'Comedy']",152790,en,9.927,2014-05-23,The Angriest Man in Brooklyn,5.7,349
['Action'],450001,cn,33.177,2018-12-20,Master Z: Ip Man Legacy,5.7,276
"['History', 'Action', 'Adventure', 'Drama']",271969,en,26.678,2016-08-17,Ben-Hur,5.7,1309
"['Horror', 'Mystery']",465086,en,22.22,2020-01-02,The Grudge,5.7,765
"['Horror', 'Mystery', 'Science Fiction']",59115,en,22.115,2011-06-16,Quarantine 2: Terminal,5.7,374
"['Crime', 'Horror', 'Thriller']",12192,en,10.587,2008-04-11,Pathology,5.7,307
"['Thriller', 'Action', 'Comedy', 'Science Fiction']",10771,en,16.515,2002-09-27,The Tuxedo,5.6,1341
"['Horror', 'Thriller', 'Mystery']",431075,en,15.518,2019-01-10,Polaroid,5.6,560
"['Action', 'Horror', 'Thriller']",118957,en,8.772,2012-09-05,Bait,5.6,550
['Comedy'],86868,fr,7.655,2012-01-31,Would I Lie to You? 3,5.6,258
"['Thriller', 'Action', 'Crime', 'Drama']",2155,en,11.859,2000-02-25,Reindeer Games,5.6,429
"['Comedy', 'Drama']",36298,it,6.418,2010-01-01,"Me, Them And Lara",5.6,230
"['Comedy', 'Science Fiction']",12120,en,9.203,1988-12-09,My Stepmother is an Alien,5.6,337
"['Comedy', 'Family', 'Fantasy']",3050,en,18.026,1998-06-26,Doctor Dolittle,5.6,2239
"['Animation', 'Action', 'Science Fiction']",114478,en,16.594,2012-07-21,Starship Troopers: Invasion,5.6,235
"['Crime', 'Comedy', 'Action']",38322,en,20.604,2011-02-16,"Big Mommas: Like Father, Like Son",5.6,884
"['Romance', 'Comedy']",12620,en,14.405,2008-08-22,The House Bunny,5.6,1443
"['Action', 'Horror', 'Science Fiction']",9980,en,11.033,1986-07-25,Maximum Overdrive,5.6,430
['Science Fiction'],193687,en,9.119,2015-08-13,Z for Zachariah,5.6,657
"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']",23398,en,47.176,2009-12-21,Alvin and the Chipmunks: The Squeakquel,5.6,2094
['Horror'],11569,en,13.354,1992-09-11,Hellraiser III: Hell on Earth,5.6,416
['Comedy'],384682,en,11.11,2016-11-25,Office Christmas Party,5.6,1560
"['Comedy', 'Romance']",14177,en,11.644,2005-06-02,Beauty Shop,5.6,305
"['Horror', 'Comedy']",459202,en,18.371,2017-10-20,Boo 2! A Madea Halloween,5.6,412
['Comedy'],79178,it,5.477,1995-12-15,Savages,5.6,200
['Drama'],1665,en,8.905,2005-05-13,Last Days,5.6,243
"['Comedy', 'Drama', 'Romance']",174321,en,14.088,2013-05-16,The English Teacher,5.6,270
"['Action', 'Fantasy', 'Horror']",72331,en,40.645,2012-06-20,Abraham Lincoln: Vampire Hunter,5.6,2450
"['Mystery', 'Thriller', 'Horror']",9966,en,20.644,2007-02-02,The Messengers,5.6,552
"['Drama', 'Romance']",413998,en,13.064,2017-06-08,My Cousin Rachel,5.6,437
['Comedy'],369776,fr,7.347,2016-02-03,The Tuche Family: The American Dream,5.6,773
['Horror'],11056,en,10.849,2002-10-02,Darkness,5.6,245
['Horror'],492621,en,13.206,2016-09-30,The Midnight Man,5.6,305
"['Adventure', 'Drama']",83770,en,15.506,2012-05-22,On the Road,5.6,661
"['Comedy', 'Family']",10172,en,14.153,2007-04-04,Are We Done Yet?,5.6,403
['Comedy'],411873,en,12.556,2017-06-30,The Little Hours,5.6,336
"['Comedy', 'Music']",14123,en,13.014,2007-08-03,Bratz,5.6,299
"['Mystery', 'Horror', 'Science Fiction']",9424,en,11.345,1998-07-24,Disturbing Behavior,5.6,226
"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",9327,en,17.233,1996-06-26,The Nutty Professor,5.6,2155
"['Comedy', 'Romance']",320302,it,9.604,2015-01-22,Ever Been to the Moon?,5.6,215
['Comedy'],38778,en,13.672,2010-07-30,Dinner for Schmucks,5.6,1280
"['Action', 'Crime', 'Thriller']",438650,en,83.758,2019-02-07,Cold Pursuit,5.6,1721
"['Comedy', 'Romance']",48988,en,12.047,2011-02-25,Hall Pass,5.6,1432
"['Family', 'Action', 'Adventure']",20483,en,11.114,2004-02-06,Catch That Kid,5.6,223
"['Fantasy', 'Horror', 'Action', 'Science Fiction']",9997,en,10.522,2007-11-15,Gabriel,5.6,225
"['Science Fiction', 'Action', 'Adventure']",1452,en,21.73,2006-06-28,Superman Returns,5.6,3022
"['Drama', 'Adventure']",86834,en,30.127,2014-03-07,Noah,5.6,4859
['Horror'],1683,en,16.478,2007-04-05,The Reaping,5.6,540
"['Action', 'Drama', 'Thriller']",70435,en,13.517,2011-11-06,Haywire,5.6,972
['Action'],4954,en,13.58,1994-12-08,Drop Zone,5.6,267
"['Adventure', 'Animation', 'Family', 'Comedy']",51170,en,11.833,2010-01-25,Open Season 3,5.6,386
"['Comedy', 'Family', 'Science Fiction']",9574,en,13.514,1997-11-26,Flubber,5.6,1712
"['Action', 'Thriller']",60747,en,24.382,2012-03-15,Red Dawn,5.6,1131
['Science Fiction'],9482,en,17.975,1995-06-30,Judge Dredd,5.6,1627
"['Romance', 'Comedy', 'Adventure']",8676,en,15.699,2008-02-07,Fool's Gold,5.6,1027
"['Comedy', 'Action']",13498,en,10.385,2005-02-25,Man of the House,5.6,313
['Drama'],271185,en,11.077,2014-04-19,Ask Me Anything,5.6,331
"['Horror', 'Thriller', 'Comedy', 'Action']",167575,en,11.518,2013-06-14,Hatchet III,5.6,234
"['Comedy', 'Romance']",39451,en,16.371,2010-12-21,Little Fockers,5.6,2442
"['Thriller', 'Romance', 'Drama']",412105,en,14.962,2017-06-19,You Get Me,5.6,1463
"['Horror', 'Mystery', 'Thriller']",111440,en,8.953,2012-05-25,The Pact,5.6,357
"['Comedy', 'Drama', 'Romance']",16643,en,8.186,2002-04-24,Life or Something Like It,5.6,329
"['Action', 'Adventure', 'Comedy', 'Drama']",11856,en,11.232,1990-08-10,Air America,5.6,353
"['Family', 'Adventure']",172386,en,10.469,2013-03-15,Return to Nim's Island,5.6,203
"['Comedy', 'Romance']",624808,en,95.116,2020-04-10,Love Wedding Repeat,5.6,517
"['Comedy', 'Horror']",346671,en,10.11,2017-08-08,Little Evil,5.6,693
['Comedy'],15671,en,9.871,2008-07-13,Picture This,5.6,243
['Comedy'],2800,en,14.957,2005-12-22,Rumor Has It...,5.6,797
['Comedy'],449415,it,4.731,2017-03-30,Classe Z,5.6,218
"['Horror', 'Thriller', 'Mystery']",46221,en,10.3,2011-05-19,The Tunnel,5.6,219
"['Comedy', 'Action']",10661,en,22.388,2008-06-05,You Don't Mess with the Zohan,5.6,2661
"['Comedy', 'Drama']",9586,en,8.72,1990-12-21,The Bonfire of the Vanities,5.6,304
"['Drama', 'Music', 'Romance']",10197,en,12.465,2009-12-03,Nine,5.6,429
['Horror'],429476,en,11.684,2018-09-27,Hell Fest,5.6,557
['Comedy'],180296,en,9.247,2014-06-27,They Came Together,5.6,286
"['Action', 'Crime', 'Drama', 'Thriller']",539885,en,698.886,2020-07-02,Ava,5.6,1285
"['Action', 'Comedy', 'Thriller', 'Mystery']",270774,en,25.609,2016-07-21,Skiptrace,5.6,446
['Drama'],164251,en,10.801,2014-10-12,Serena,5.6,793
"['Comedy', 'Romance']",15566,en,8.988,2004-09-21,Surviving Christmas,5.6,368
"['Horror', 'Mystery', 'Thriller']",46441,en,21.957,2010-10-18,Mirrors 2,5.6,277
"['Horror', 'Mystery']",19912,en,31.671,2009-08-26,The Final Destination,5.6,2196
"['Comedy', 'Science Fiction', 'Horror', 'Thriller']",9890,en,13.574,2004-06-10,The Stepford Wives,5.6,924
"['Action', 'Adventure']",718444,en,13.288,2020-08-20,Rogue,5.6,433
"['Comedy', 'Crime']",10169,en,9.808,1990-08-24,Men at Work,5.6,229
"['Drama', 'Comedy']",559401,fr,21.299,2019-05-24,Sibyl,5.6,213
"['Drama', 'Romance']",118289,en,8.353,2013-09-19,Diana,5.6,387
"['Animation', 'Comedy', 'Family']",8920,en,69.297,2004-06-10,Garfield,5.6,2765
"['Comedy', 'Romance']",2565,en,9.174,1990-03-09,Joe Versus the Volcano,5.6,334
"['Horror', 'Thriller']",393345,en,30.867,2017-10-23,Cult of Chucky,5.6,695
"['Action', 'Science Fiction', 'Thriller', 'Horror']",384521,en,25.206,2018-02-04,The Cloverfield Paradox,5.6,2340
"['Drama', 'Thriller']",333381,en,10.919,2015-05-31,Return to Sender,5.6,503
"['Comedy', 'Horror']",16337,en,18.883,1986-08-22,The Texas Chainsaw Massacre 2,5.6,470
"['Romance', 'Comedy']",11472,en,8.735,1995-07-12,Nine Months,5.6,431
"['Mystery', 'Science Fiction', 'Thriller']",401371,en,27.103,2018-02-23,Mute,5.6,752
['Comedy'],252680,en,13.085,2014-03-25,Moms' Night Out,5.6,234
['Comedy'],288171,en,11.492,2016-02-02,Blue Mountain State: The Rise of Thadland,5.6,206
"['Action', 'Drama', 'Thriller', 'Crime']",144336,en,23.509,2014-03-28,Sabotage,5.6,996
['Science Fiction'],429471,en,93.832,2019-03-15,Captive State,5.6,701
"['Comedy', 'Thriller', 'Mystery']",237756,en,10.972,2015-04-10,Kill Me Three Times,5.6,342
"['Horror', 'Thriller']",587496,en,394.496,2020-07-23,The Rental,5.6,299
"['Comedy', 'Crime', 'Romance']",10154,en,8.078,1999-08-16,Mickey Blue Eyes,5.6,379
"['Drama', 'Thriller']",385360,en,12.359,2018-07-19,Billionaire Boys Club,5.6,284
['Comedy'],382511,fr,8.345,2016-09-28,Penny Pincher!,5.6,714
"['Horror', 'Thriller']",357096,en,42.965,2015-10-01,I Spit on Your Grave III: Vengeance is Mine,5.6,644
"['Horror', 'Drama', 'Thriller']",38358,en,19.424,2010-08-27,The Last Exorcism,5.6,713
"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",11451,en,24.178,2005-06-22,Herbie Fully Loaded,5.6,1709
"['Romance', 'Drama']",86835,en,9.621,2015-02-08,Knight of Cups,5.6,461
['Horror'],299551,en,13.059,2015-01-20,The Atticus Institute,5.6,224
"['Fantasy', 'Horror']",312831,en,11.472,2015-11-06,The Hallow,5.6,448
"['Science Fiction', 'Action', 'Thriller']",929,en,54.441,1998-05-20,Godzilla,5.6,2735
"['Horror', 'Thriller']",71672,en,54.815,2011-10-17,Wrong Turn 4: Bloody Beginnings,5.6,641
"['Animation', 'Family', 'Comedy']",50135,de,6.995,2010-10-07,Animals United,5.6,222
"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",20856,en,12.005,2009-07-31,Aliens in the Attic,5.6,733
"['Drama', 'Horror', 'Thriller']",11804,en,14.011,2005-01-07,White Noise,5.6,576
['Horror'],11547,en,16.988,2002-09-14,Cabin Fever,5.6,828
"['Action', 'Thriller', 'Horror']",10375,en,22.949,2002-01-04,D-Tox,5.6,366
"['Crime', 'Thriller']",8080,en,11.74,2004-08-27,Suspect Zero,5.6,208
"['Animation', 'Family', 'Comedy']",378236,en,43.39,2017-07-23,The Emoji Movie,5.6,2258
"['Animation', 'Family', 'Fantasy', 'Comedy', 'Adventure', 'Mystery']",370567,en,16.711,2018-03-15,Sherlock Gnomes,5.6,520
"['Comedy', 'Romance']",174316,en,10.365,2013-11-06,A Case of You,5.6,220
['Drama'],254302,en,15.886,2015-11-22,High-Rise,5.6,812
"['Crime', 'Drama', 'Thriller']",11478,en,9.495,2000-03-31,The Skulls,5.6,366
"['Comedy', 'Family']",379873,it,4.03,2016-01-28,L'abbiamo fatta grossa,5.6,229
"['Action', 'Adventure', 'Fantasy']",205584,en,42.145,2016-02-25,Gods of Egypt,5.6,3080
"['Horror', 'Science Fiction', 'Thriller']",123105,en,10.278,2012-09-13,The Bay,5.6,471
"['Mystery', 'Crime', 'Thriller']",323368,en,9.126,2017-12-22,Hangman,5.6,350
"['Romance', 'Comedy']",13596,en,15.887,2008-09-19,My Best Friend's Girl,5.6,499
"['Action', 'Science Fiction', 'Thriller']",8202,en,21.65,2005-11-30,Æon Flux,5.6,1544
"['Comedy', 'Romance']",1819,en,15.456,2006-07-14,"You, Me and Dupree",5.6,996
"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']",10956,en,9.992,2001-04-10,Joe Dirt,5.6,520
"['Thriller', 'Drama', 'Mystery']",82390,en,15.597,2012-09-14,The Paperboy,5.6,539
"['Comedy', 'Romance']",77875,en,11.47,2012-11-29,Playing for Keeps,5.6,504
"['Horror', 'Comedy', 'Science Fiction']",68684,en,9.83,2011-03-16,Detention,5.6,248
['Horror'],484437,en,12.501,2019-03-01,The Hole in the Ground,5.6,415
"['Drama', 'Romance']",444902,en,13.186,2017-05-24,Dirty Dancing,5.6,355
"['Horror', 'Mystery', 'Thriller']",394830,en,15.367,2017-04-27,The Crucifixion,5.6,335
"['Adventure', 'Family']",36355,en,10.757,1996-05-17,Flipper,5.6,224
"['Drama', 'Horror', 'Science Fiction']",336455,en,14.35,2016-02-18,Viral,5.6,371
"['Thriller', 'Action']",195590,en,20.968,2016-06-10,Collide,5.6,432
"['Action', 'Comedy']",456750,en,12.632,2018-03-23,"Game Over, Man!",5.6,669
['Comedy'],399131,en,14.446,2018-04-20,Dude,5.6,655
