genre_ids,id,original_language,popularity,release_date,title,vote_average,vote_count
"['Comedy', 'Crime', 'Action']",1493,en,15.699,2000-12-22,Miss Congeniality,6.5,2771
"['Drama', 'Music', 'Horror', 'Thriller']",426249,en,8.8,2018-09-20,Lords of Chaos,6.5,203
"['Adventure', 'Comedy', 'Drama', 'Family']",25059,en,10.564,1996-03-08,Homeward Bound II: Lost in San Francisco,6.5,332
"['Science Fiction', 'Animation', 'Comedy', 'Family']",19405,en,12.335,2001-01-27,Recess: School's Out,6.5,239
"['Fantasy', 'Comedy']",12185,en,9.214,1978-06-28,Heaven Can Wait,6.5,238
['Comedy'],11211,en,0.922,2006-08-08,Bring It On: All or Nothing,6.5,548
"['Action', 'Crime', 'Thriller']",482,en,8.335,1971-06-25,Shaft,6.5,210
"['Drama', 'Music', 'Romance']",14024,en,15.56,2004-08-10,Raise Your Voice,6.5,672
['Drama'],410117,en,11.315,2016-12-12,Lady Macbeth,6.5,466
['Comedy'],376659,en,20.078,2016-07-28,Bad Moms,6.5,3335
"['Action', 'Drama', 'History', 'Thriller']",300673,en,27.812,2016-01-25,The Finest Hours,6.5,1201
"['Family', 'Animation', 'Adventure', 'Comedy']",270946,en,93.726,2014-11-22,Penguins of Madagascar,6.5,3029
"['Science Fiction', 'Drama', 'Mystery']",15613,en,11.439,1993-03-12,Fire in the Sky,6.5,315
"['Comedy', 'Drama', 'Romance']",10247,en,10.02,2007-11-23,He Was a Quiet Man,6.5,204
"['Action', 'Drama', 'Science Fiction', 'Thriller']",6950,en,23.16,1995-03-10,Outbreak,6.5,1486
['Drama'],236751,en,22.723,2014-04-16,Heaven Is for Real,6.5,525
"['Crime', 'Drama', 'Thriller', 'Action']",75780,en,24.877,2012-12-20,Jack Reacher,6.5,5103
"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",19898,en,19.654,2009-09-08,Pandorum,6.5,1641
['Thriller'],602147,en,14.261,2020-04-30,Inheritance,6.5,217
"['Comedy', 'Drama', 'Romance']",258099,en,11.296,2014-04-24,Just Before I Go,6.5,225
"['Drama', 'Romance']",10691,en,10.171,2001-06-29,Crazy/Beautiful,6.5,220
"['Comedy', 'Drama']",566454,fr,6.49,2019-03-06,The Mystery of Henri Pick,6.5,301
"['Drama', 'Romance']",257785,en,25.741,2017-07-13,Tulip Fever,6.5,463
['Comedy'],252838,en,30.29,2015-01-16,The Wedding Ringer,6.5,1227
"['Mystery', 'Drama', 'Thriller', 'Crime']",9944,en,11.677,1993-12-16,The Pelican Brief,6.5,979
"['Comedy', 'Horror']",293970,en,12.756,2015-10-09,The Final Girls,6.5,786
"['Crime', 'Drama', 'Thriller']",38542,en,9.625,2009-09-12,The Disappearance of Alice Creed,6.5,371
"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']",18032,en,9.799,2008-09-06,The Secret of Moonacre,6.5,339
"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Animation']",433422,ja,74.792,2017-05-06,Fairy Tail: Dragon Cry,6.5,325
['Drama'],112336,en,10.233,2012-11-22,Hitchcock,6.5,1100
['Comedy'],12535,en,10.479,1977-12-25,High Anxiety,6.5,208
"['Adventure', 'Action', 'Science Fiction']",1893,en,33.245,1999-05-19,Star Wars: Episode I - The Phantom Menace,6.5,10738
['Comedy'],329263,de,5.132,2015-09-10,Suck Me Shakespeer 2,6.5,710
"['TV Movie', 'Comedy']",287689,en,10.398,2015-07-11,7 Days in Hell,6.5,251
['Comedy'],60175,fr,6.819,1980-04-30,The Under-Gifted,6.5,314
"['Action', 'Adventure']",9342,en,16.917,1998-07-16,The Mask of Zorro,6.5,2915
['Thriller'],392207,es,17.255,2017-03-03,The Invisible Guardian,6.5,440
"['Action', 'Adventure', 'Thriller']",206647,en,41.716,2015-10-26,Spectre,6.5,8147
['Comedy'],10490,en,7.696,1999-07-23,Drop Dead Gorgeous,6.5,206
"['Action', 'Comedy', 'Crime', 'Thriller']",7516,en,14.072,2006-12-09,Smokin' Aces,6.5,1132
"['Science Fiction', 'Action', 'Thriller']",865,en,14.534,1987-11-13,The Running Man,6.5,1517
"['Fantasy', 'Mystery', 'Thriller', 'Drama']",294795,en,16.335,2016-09-01,The 9th Life of Louis Drax,6.5,333
['Comedy'],10806,en,9.016,1997-09-10,In & Out,6.5,480
['Comedy'],228202,pt,7.706,2013-10-25,Meu Passado me Condena,6.5,206
['Thriller'],689723,en,15.641,2020-05-30,Dangerous Lies,6.5,283
"['Drama', 'Adventure', 'Romance', 'TV Movie']",115290,en,16.161,2014-12-08,Blue Lagoon: The Awakening,6.5,1055
"['Science Fiction', 'Action', 'Adventure', 'Thriller']",193,en,9.684,1994-11-18,Star Trek: Generations,6.5,879
"['Mystery', 'Science Fiction', 'Drama', 'Thriller']",565743,en,275.182,2020-05-15,The Vast of Night,6.5,485
"['Fantasy', 'Horror', 'Science Fiction', 'Thriller']",15301,en,10.457,1983-06-24,Twilight Zone: The Movie,6.5,457
['Drama'],10502,en,8.885,1993-08-25,The Man Without a Face,6.5,342
"['Crime', 'Thriller', 'Drama']",1965,en,13.412,1998-06-05,A Perfect Murder,6.5,884
['Comedy'],526019,en,93.476,2020-01-09,Like a Boss,6.5,439
"['Comedy', 'Adventure']",11282,en,12.268,2004-05-30,Harold & Kumar Go to White Castle,6.5,1434
"['Family', 'Comedy']",492282,it,19.247,2017-12-28,Like a Cat on a Highway,6.5,636
"['Thriller', 'Horror']",420634,en,20.398,2016-10-15,Terrifier,6.5,370
"['Comedy', 'Romance']",156711,en,9.552,2013-08-15,Austenland,6.5,348
"['Animation', 'Comedy', 'Family', 'Action']",12242,en,52.915,2004-11-03,Mulan II,6.5,1728
"['Drama', 'Mystery']",11313,en,10.285,2001-09-07,Hearts in Atlantis,6.5,314
"['Drama', 'Comedy']",9779,en,12.556,2005-06-01,The Sisterhood of the Traveling Pants,6.5,1032
"['Crime', 'Drama']",5121,en,6.5,1974-04-05,The Sugarland Express,6.5,208
"['Drama', 'Crime', 'Thriller']",466081,en,12.58,2019-08-30,The Informer,6.5,340
['Drama'],271724,fr,5.253,2014-09-03,Hippocrates,6.5,328
"['Horror', 'Mystery', 'Fantasy']",11596,en,19.993,1994-10-13,New Nightmare,6.5,852
['Comedy'],11247,en,23.078,2004-07-10,A Cinderella Story,6.5,2441
"['Crime', 'Action', 'Comedy']",10622,cn,11.491,1997-01-31,Mr. Nice Guy,6.5,427
"['History', 'Drama', 'War', 'Adventure']",225728,en,10.706,2015-08-16,Macbeth,6.5,1112
"['Comedy', 'Thriller', 'Crime']",8012,en,14.57,1995-10-20,Get Shorty,6.5,666
"['Adventure', 'Action', 'Science Fiction']",330,en,1.887,1997-05-23,The Lost World: Jurassic Park,6.5,5948
"['Drama', 'Comedy']",411741,en,10.654,2017-08-11,Ingrid Goes West,6.5,634
"['Drama', 'Romance', 'Science Fiction', 'Adventure']",401513,ru,20.201,2017-01-26,Attraction,6.5,505
"['Romance', 'Comedy', 'Action']",205022,hi,6.875,2013-08-08,Chennai Express,6.5,200
"['Thriller', 'Crime', 'Horror']",43947,en,67.027,2010-06-17,I Spit on Your Grave,6.5,1506
"['Animation', 'Adventure', 'Family']",10957,en,9.205,1985-07-24,The Black Cauldron,6.5,813
['Comedy'],10760,en,14.242,2007-09-21,Sydney White,6.5,817
"['Comedy', 'Fantasy', 'Horror']",6069,en,15.76,1987-06-12,The Witches of Eastwick,6.5,890
"['Drama', 'Thriller']",5125,en,13.647,2007-09-07,Rendition,6.5,466
"['Thriller', 'Action', 'Science Fiction']",775996,en,1419.332,2021-01-15,Outside the Wire,6.5,715
"['Action', 'Fantasy', 'Thriller']",489326,en,21.225,2020-02-28,Mortal,6.5,252
"['Animation', 'Adventure', 'Comedy', 'Family']",452773,es,15.758,2017-03-25,Tad the Lost Explorer and the Secret of King Midas,6.5,247
"['Drama', 'History']",267192,en,8.96,2016-06-10,Genius,6.5,514
"['Crime', 'Drama', 'Horror', 'Thriller']",8643,en,32.662,2005-09-09,The Exorcism of Emily Rose,6.5,1937
"['Comedy', 'Romance']",22897,en,14.574,2009-12-23,It's Complicated,6.5,998
"['Comedy', 'Adventure', 'Fantasy', 'Science Fiction', 'Action']",11551,en,16.152,1998-07-10,Small Soldiers,6.5,1463
"['Drama', 'Romance']",535,en,15.348,1983-04-14,Flashdance,6.5,965
"['Crime', 'Thriller']",401469,en,48.03,2018-11-06,Widows,6.5,1618
"['Drama', 'Horror']",242224,en,17.076,2014-05-22,The Babadook,6.5,4556
"['Romance', 'Comedy']",24122,en,17.167,2009-09-16,The Rebound,6.5,647
"['Action', 'Adventure', 'Drama', 'Thriller']",15070,en,32.04,2002-07-17,Undisputed,6.5,420
"['Action', 'Crime', 'Drama']",10126,en,7.552,1988-04-15,Colors,6.5,277
"['Comedy', 'Drama', 'Romance']",229297,en,14.35,2014-07-25,Magic in the Moonlight,6.5,1657
"['Fantasy', 'Action', 'Comedy', 'Science Fiction']",11333,it,7.521,1980-09-18,Super Fuzz,6.5,214
['Drama'],10052,en,14.474,2002-02-22,Dragonfly,6.5,577
"['Comedy', 'Action']",457335,en,55.279,2019-09-09,Guns Akimbo,6.5,1200
"['Action', 'Adventure', 'Science Fiction', 'Family']",10249,en,10.528,1991-06-21,The Rocketeer,6.5,588
['Thriller'],1710,en,12.818,1995-05-03,Copycat,6.5,584
"['Action', 'Animation', 'Science Fiction']",39101,ja,58.034,1990-06-07,Dragon Ball Z: The Tree of Might,6.5,343
['Horror'],17898,en,19.785,1985-10-10,Silver Bullet,6.5,325
"['Drama', 'Comedy']",295964,en,16.04,2015-10-02,Burnt,6.5,2406
"['Drama', 'Science Fiction']",145197,en,8.719,2013-04-05,Upstream Color,6.5,531
['Comedy'],42892,it,5.589,2010-03-26,Happy Family,6.5,233
"['Action', 'Fantasy', 'Horror']",20481,en,9.949,1990-02-16,Nightbreed,6.5,271
"['Drama', 'Thriller']",1988,en,9.354,2007-06-22,A Mighty Heart,6.5,225
['Drama'],329712,fr,5.914,2015-03-16,The Measure of a Man,6.5,239
"['Drama', 'Mystery', 'Thriller', 'TV Movie']",236399,en,11.446,2014-01-18,Flowers in the Attic,6.5,243
"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",10782,en,15.465,2003-04-18,Basic,6.5,679
"['Comedy', 'Romance', 'Drama']",10184,en,18.767,2009-02-06,He's Just Not That Into You,6.5,2746
"['Comedy', 'Drama', 'Romance']",10660,en,11.687,1994-07-29,It Could Happen to You,6.5,443
"['Comedy', 'Adventure']",5683,en,7.617,1985-07-26,Pee-wee's Big Adventure,6.5,525
"['Comedy', 'Romance', 'Drama']",3638,en,15.351,2007-06-15,No Reservations,6.5,839
"['Action', 'Science Fiction']",2789,en,11.268,2004-06-11,The Chronicles of Riddick,6.5,2934
"['Romance', 'Comedy']",525041,en,12.893,2018-11-30,A Christmas Prince: The Royal Wedding,6.5,714
"['Action', 'Crime', 'Thriller']",339095,en,11.167,2020-06-05,The Last Days of American Crime,6.5,526
['Comedy'],335051,it,10.065,2015-04-09,God Willing,6.5,467
['Thriller'],306947,en,18.403,2015-08-05,The Invitation,6.5,1792
"['Action', 'Thriller', 'Crime', 'Drama']",80389,en,19.112,2012-03-15,Get the Gringo,6.5,1098
"['Science Fiction', 'Action', 'Drama', 'Thriller']",68724,en,39.91,2013-08-07,Elysium,6.5,6678
"['Science Fiction', 'Romance', 'Horror']",28260,en,34.273,1993-10-01,Return of the Living Dead III,6.5,366
"['Horror', 'Science Fiction', 'Mystery']",8413,en,15.529,1997-08-15,Event Horizon,6.5,1756
"['Comedy', 'Animation', 'Family']",7518,en,21.265,2006-05-17,Over the Hedge,6.5,3233
"['Adventure', 'Action', 'Fantasy']",1865,en,59.116,2011-05-14,Pirates of the Caribbean: On Stranger Tides,6.5,10664
['Drama'],444539,en,10.795,2017-11-10,The Bookshop,6.5,283
"['Action', 'Thriller']",44048,en,16.468,2010-11-04,Unstoppable,6.5,2487
"['Comedy', 'Romance']",20943,en,17.851,2009-07-24,The Ugly Truth,6.5,2667
"['Drama', 'Horror', 'Thriller']",9529,en,14.015,1992-10-16,Candyman,6.5,838
"['Comedy', 'Fantasy']",2978,en,22.186,1989-06-16,Ghostbusters II,6.5,2890
"['Action', 'Drama', 'War']",390054,en,22.376,2017-04-21,Sand Castle,6.5,528
"['Horror', 'Mystery', 'Crime', 'Thriller']",38410,en,18.372,2009-01-30,The Poughkeepsie Tapes,6.5,280
['Comedy'],13193,en,12.162,2004-01-21,Saved!,6.5,325
"['War', 'Drama', 'Horror']",5336,it,29.725,1975-11-22,"Salò, or the 120 Days of Sodom",6.5,1158
"['Action', 'Adventure', 'Crime']",604822,zh,999.598,2020-09-30,Vanguard,6.5,200
"['Thriller', 'Romance', 'Mystery']",11498,en,7.701,1991-08-23,Dead Again,6.5,216
"['Family', 'Fantasy', 'Comedy', 'TV Movie']",34204,en,11.08,2006-10-20,Return to Halloweentown,6.5,275
"['Animation', 'Adventure', 'Action', 'Fantasy']",33875,ja,14.766,2002-07-13,Pokémon Heroes: The Movie,6.5,228
"['Comedy', 'Romance']",9681,en,9.849,2005-12-25,Casanova,6.5,635
"['Action', 'Thriller', 'Crime']",8909,en,20.453,2008-06-19,Wanted,6.5,5320
"['Science Fiction', 'Drama', 'Thriller']",199575,en,7.967,2014-07-31,These Final Hours,6.5,375
"['Adventure', 'Fantasy', 'Drama', 'Romance']",50620,en,122.075,2012-11-13,The Twilight Saga: Breaking Dawn - Part 2,6.5,6918
"['Action', 'Thriller']",22832,en,29.468,2009-09-29,Ninja Assassin,6.5,941
['Drama'],10741,en,10.541,2006-09-05,Bobby,6.5,266
"['Adventure', 'Action', 'Thriller']",699,en,20.681,1981-06-23,For Your Eyes Only,6.5,1169
"['Action', 'Thriller']",423204,en,175.761,2019-08-21,Angel Has Fallen,6.5,2227
"['Drama', 'Mystery']",280996,en,16.711,2015-06-19,Mr. Holmes,6.5,1427
"['Animation', 'Family', 'Comedy']",15655,en,14.883,2000-02-11,The Tigger Movie,6.5,382
"['Drama', 'Crime', 'Thriller']",7442,en,11.37,1991-01-13,Sleeping with the Enemy,6.5,670
"['Drama', 'Music']",3537,en,7.081,1980-05-16,Fame,6.5,285
"['Romance', 'Comedy']",543540,en,43.048,2019-04-12,The Perfect Date,6.5,2612
"['Drama', 'Horror']",429417,en,12.412,2017-10-05,Ghost Stories,6.5,864
"['Action', 'Comedy', 'Science Fiction']",41154,en,35.6,2012-05-23,Men in Black 3,6.5,8041
"['Adventure', 'Drama']",11120,en,9.538,1986-11-26,The Mosquito Coast,6.5,291
['Thriller'],157849,en,14.128,2014-07-25,A Most Wanted Man,6.5,980
"['Adventure', 'Animation', 'Family', 'Comedy']",10898,en,8.287,2000-01-23,The Little Mermaid II: Return to the Sea,6.5,1237
['Comedy'],2617,en,12.672,1988-06-17,The Great Outdoors,6.5,349
"['Comedy', 'Romance', 'Drama']",9870,en,12.052,2008-04-17,Forgetting Sarah Marshall,6.5,2507
['Comedy'],154441,pt,6.33,2012-10-05,Till Luck Do Us Part,6.5,234
"['Drama', 'Science Fiction', 'Animation']",152795,en,6.602,2013-05-23,The Congress,6.5,354
"['Drama', 'Romance']",36834,en,8.175,1995-11-03,Total Eclipse,6.5,343
"['Comedy', 'Drama', 'Romance']",8346,en,13.652,2002-02-22,My Big Fat Greek Wedding,6.5,1550
"['Action', 'Adventure', 'Thriller']",708,en,24.062,1987-06-29,The Living Daylights,6.5,1099
"['Action', 'Adventure', 'Drama', 'Family']",38575,en,53.785,2010-06-10,The Karate Kid,6.5,4289
"['Crime', 'Drama', 'Mystery', 'Thriller']",27958,en,8.65,1980-02-15,Cruising,6.5,269
"['Comedy', 'Drama', 'Family']",15739,en,11.042,1982-06-18,Annie,6.5,472
"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",9664,en,12.488,2006-09-22,Flyboys,6.5,562
"['Action', 'Crime', 'Drama', 'Thriller']",1266,en,16.899,2008-04-10,Street Kings,6.5,880
['Comedy'],408033,fr,7.062,2016-10-26,Tamara,6.5,550
"['Romance', 'Comedy']",286554,en,14.5,2014-09-26,Two Night Stand,6.5,1527
"['Adventure', 'Comedy', 'Family', 'Animation']",172385,en,45.686,2014-03-19,Rio 2,6.5,2490
"['Animation', 'Adventure', 'Family', 'Fantasy']",116711,en,44.773,2013-05-15,Epic,6.5,2065
"['Comedy', 'Crime']",36593,en,15.845,1994-03-18,Naked Gun 33⅓: The Final Insult,6.5,1344
"['Romance', 'Comedy', 'Family']",11899,en,9.274,1984-06-27,The Muppets Take Manhattan,6.5,240
"['Thriller', 'Drama', 'Mystery']",3594,en,20.529,2007-02-23,The Number 23,6.5,2391
"['Action', 'Drama', 'History']",253450,zh,6.084,2015-08-27,The Assassin,6.5,330
"['Drama', 'Comedy']",86555,en,8.686,2011-11-25,Take This Waltz,6.5,231
['Comedy'],74387,en,15.888,2012-01-06,Goon,6.5,643
"['Comedy', 'Drama', 'Family']",14926,en,14.068,2003-08-15,Uptown Girls,6.5,539
"['Thriller', 'Drama']",303858,en,17.262,2016-05-12,Money Monster,6.5,2365
"['Mystery', 'Thriller']",204922,en,21.42,2014-09-03,Before I Go to Sleep,6.5,1477
"['Comedy', 'Romance']",184098,en,14.068,2014-06-20,Think Like a Man Too,6.5,429
"['Thriller', 'Science Fiction', 'Mystery']",273271,en,12.798,2014-05-24,Time Lapse,6.5,840
"['Drama', 'War']",347629,en,12.78,2017-10-26,Thank You for Your Service,6.5,225
"['Comedy', 'Drama', 'Romance']",339397,en,17.598,2016-05-11,Café Society,6.5,2141
"['Fantasy', 'Action', 'Thriller']",12437,en,25.319,2009-01-22,Underworld: Rise of the Lycans,6.5,2728
"['Comedy', 'Crime']",8491,en,9.915,1989-07-05,Weekend at Bernie's,6.5,631
"['Action', 'Thriller']",625568,en,28.513,2020-07-16,Unhinged,6.5,645
['Horror'],14254,en,26.935,2009-01-30,The Uninvited,6.5,1069
"['Comedy', 'Crime']",9535,en,14.991,1999-03-05,Analyze This,6.5,1243
"['Action', 'Comedy', 'Drama', 'Romance', 'Thriller']",41602,en,8.375,2013-02-09,Charlie Countryman,6.5,459
['Comedy'],33365,it,5.74,2006-02-17,The Night Before the Exams,6.5,863
"['Crime', 'Thriller']",302,en,9.717,2003-05-21,Swimming Pool,6.5,421
"['Drama', 'Comedy', 'Crime']",540901,en,35.513,2019-09-12,Hustlers,6.5,2111
"['Drama', 'Romance', 'Music']",513574,no,7.747,2018-09-28,Battle,6.5,577
"['Drama', 'Romance', 'War']",433502,en,16.844,2019-03-01,The Aftermath,6.5,435
"['Science Fiction', 'Adventure', 'Mystery']",70981,en,39.122,2012-05-30,Prometheus,6.5,9115
"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",22972,en,19.179,2010-03-11,Green Zone,6.5,1594
"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']",12610,en,11.919,2001-08-07,Osmosis Jones,6.5,727
"['Animation', 'Family']",10567,en,63.875,2000-05-19,Dinosaur,6.5,1718
"['Action', 'Thriller', 'Comedy', 'Crime']",4141,en,17.668,2007-07-26,Shoot 'Em Up,6.5,1278
"['Thriller', 'Drama', 'Crime', 'Mystery', 'History']",446791,en,21.438,2017-12-21,All the Money in the World,6.5,1652
"['Action', 'Adventure', 'Fantasy']",293167,en,174.076,2017-03-08,Kong: Skull Island,6.5,7877
"['Comedy', 'Drama', 'Romance']",242042,en,11.342,2014-02-02,Barefoot,6.5,444
"['Comedy', 'Crime', 'Drama']",175291,en,8.848,2013-03-08,Cheap Thrills,6.5,290
"['Action', 'Thriller']",19124,en,8.288,1989-08-17,Blind Fury,6.5,249
"['Comedy', 'Romance']",9522,en,17.978,2005-07-13,Wedding Crashers,6.5,3262
"['Adventure', 'Thriller', 'Science Fiction']",74,en,23.606,2005-06-28,War of the Worlds,6.5,6002
"['Drama', 'Comedy', 'Romance']",51991,fr,5.214,2010-12-22,Romantics Anonymous,6.5,369
"['Comedy', 'Romance']",95610,en,21.47,2016-09-14,Bridget Jones's Baby,6.5,2347
"['Drama', 'Romance']",47760,en,8.64,2011-09-16,Restless,6.5,317
"['Horror', 'Fantasy', 'Animation', 'Family']",13465,en,10.144,1949-10-05,The Adventures of Ichabod and Mr. Toad,6.5,328
"['Comedy', 'Music', 'Drama']",12182,en,15.192,2008-10-03,Nick and Norah's Infinite Playlist,6.5,919
['Horror'],11298,en,21.655,1981-01-21,The Howling,6.5,433
"['Comedy', 'Romance']",10466,en,10.207,1986-03-26,The Money Pit,6.5,753
"['Comedy', 'Crime']",692,en,7.604,1972-03-12,Pink Flamingos,6.5,300
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",435,en,47.625,2004-05-26,The Day After Tomorrow,6.5,5784
"['Romance', 'Science Fiction', 'Mystery']",218425,en,5.728,2013-09-27,Frequencies,6.4,304
"['Animation', 'Family']",73723,en,29.229,2012-03-01,The Lorax,6.4,2453
"['Animation', 'Romance', 'Family', 'Fantasy']",16119,en,35.11,2007-02-06,Cinderella III: A Twist in Time,6.4,903
"['Romance', 'Drama']",11845,en,11.519,2001-01-20,Intimacy,6.5,313
"['Drama', 'Thriller', 'Mystery', 'War']",10684,en,11.511,1996-07-04,Courage Under Fire,6.4,573
"['Drama', 'Comedy', 'Romance']",6691,fr,7.573,2006-12-13,Priceless,6.4,547
"['Comedy', 'Family', 'Adventure']",1281,en,18.084,1997-07-03,Bean,6.4,1710
"['Horror', 'Thriller']",417384,en,36.62,2019-08-08,Scary Stories to Tell in the Dark,6.4,1725
"['Comedy', 'Drama']",396398,en,10.526,2017-10-13,The Meyerowitz Stories (New and Selected),6.4,822
"['Animation', 'Family']",17710,en,11.419,2002-06-28,Hey Arnold! The Movie,6.4,269
"['Thriller', 'Crime', 'Action']",11808,en,18.134,1998-03-06,U.S. Marshals,6.4,1036
"['Mystery', 'Thriller', 'Drama']",10866,en,27.575,2001-10-05,Joy Ride,6.5,769
['Comedy'],10246,en,19.07,1981-11-13,Porky's,6.5,540
"['Thriller', 'Action', 'Mystery', 'Adventure', 'Horror']",522681,en,29.038,2019-01-03,Escape Room,6.4,2837
['Drama'],376866,en,11.881,2016-12-02,Jackie,6.4,1822
"['Fantasy', 'Horror', 'Action', 'Thriller']",36586,en,24.222,2002-03-22,Blade II,6.4,3344
"['Action', 'Comedy', 'Horror', 'Science Fiction']",9964,en,10.31,1987-12-01,Bad Taste,6.4,497
"['Animation', 'Comedy', 'Family']",295693,en,26.522,2017-03-23,The Boss Baby,6.4,5632
"['Mystery', 'Thriller', 'Crime']",16617,en,20.765,2004-05-07,Mindhunters,6.4,766
"['Drama', 'Romance']",9079,en,11.381,1991-06-20,Dying Young,6.4,277
"['Horror', 'Drama', 'Thriller', 'Mystery']",2046,en,15.309,2000-03-16,The Gift,6.4,752
"['Animation', 'Science Fiction']",492719,ja,21.7,2018-05-18,Godzilla: City on the Edge of Battle,6.4,201
"['Adventure', 'Animation', 'Comedy', 'Family', 'TV Movie']",387893,en,23.839,2016-03-19,Ice Age: The Great Egg-Scapade,6.4,342
"['Family', 'Fantasy', 'Science Fiction']",16523,en,58.231,2009-10-16,Where the Wild Things Are,6.4,1315
"['War', 'Action', 'Drama']",203793,ru,0.6,2013-10-09,Stalingrad,6.4,224
"['Thriller', 'Crime', 'Drama']",68812,en,17.528,2012-09-01,The Iceman,6.4,709
['Comedy'],26285,it,6.398,1983-01-01,Fantozzi Still Suffers,6.4,340
"['Drama', 'Comedy', 'Romance']",14055,en,7.303,2006-09-13,Starter for 10,6.4,270
"['Comedy', 'Drama', 'Family', 'Romance']",12689,en,8.935,2008-07-25,"Angus, Thongs and Perfect Snogging",6.4,656
"['Adventure', 'Action', 'Thriller']",682,en,22.431,1974-12-01,The Man with the Golden Gun,6.4,1290
"['Comedy', 'Drama', 'Romance']",84184,en,9.0,2012-08-03,Celeste & Jesse Forever,6.4,316
"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",46528,en,15.883,2010-12-02,The Warrior's Way,6.4,368
"['Comedy', 'Adventure', 'Family', 'Animation']",15567,en,16.352,2003-08-26,Stitch! The Movie,6.4,474
"['Fantasy', 'Drama', 'Thriller', 'Science Fiction']",11559,en,8.759,2005-09-09,Tideland,6.4,348
"['Mystery', 'Horror', 'Thriller']",11427,en,10.18,2003-01-30,Dead End,6.4,309
"['Comedy', 'Drama', 'Romance']",12308,it,6.816,2001-02-01,The Last Kiss,6.4,356
"['Drama', 'Science Fiction', 'Horror']",1551,en,12.887,1990-08-10,Flatliners,6.4,1021
"['Action', 'Comedy', 'Crime']",96,en,15.536,1987-05-18,Beverly Hills Cop II,6.4,1577
"['Comedy', 'Animation', 'Adventure', 'Family', 'Fantasy']",400157,en,21.326,2019-03-14,Wonder Park,6.4,446
"['Horror', 'Science Fiction', 'Comedy']",9035,en,18.878,2006-03-31,Slither,6.4,949
"['Comedy', 'Action', 'Romance', 'Crime']",333385,en,14.307,2016-02-29,Mr. Right,6.4,1010
"['Action', 'Adventure', 'Thriller']",9350,en,19.298,1993-05-28,Cliffhanger,6.4,1537
"['Mystery', 'Thriller']",622,en,11.434,1999-08-25,The Ninth Gate,6.4,1975
"['Action', 'Drama', 'Thriller']",117251,en,34.215,2013-06-27,White House Down,6.4,3582
"['Thriller', 'Drama']",43549,en,17.135,2010-07-15,The Experiment,6.4,810
['Comedy'],15373,en,14.065,2008-11-07,Role Models,6.4,1282
"['Crime', 'Drama', 'Thriller']",13250,en,9.958,2007-07-27,Butterfly on a Wheel,6.4,349
"['Animation', 'Drama', 'Family']",13205,en,26.5,2006-01-26,Bambi II,6.4,707
"['Drama', 'Action']",70006,en,22.169,2011-09-13,Never Back Down 2: The Beatdown,6.4,450
"['Action', 'Drama', 'History']",44865,zh,28.991,2013-01-10,The Grandmaster,6.4,519
"['Comedy', 'Drama']",18898,en,6.367,2009-05-27,Looking for Eric,6.4,207
"['Animation', 'Family', 'Music']",15947,en,9.826,1944-07-21,The Three Caballeros,6.4,462
['Drama'],11023,en,10.188,2003-08-20,Thirteen,6.4,1082
"['Comedy', 'Fantasy', 'Romance']",10631,en,8.418,1984-09-21,All of Me,6.4,207
"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']",12600,ja,11.871,2001-07-06,Pokémon 4Ever: Celebi - Voice of the Forest,6.4,273
"['Drama', 'Comedy', 'Music']",9526,en,11.437,2006-06-09,A Prairie Home Companion,6.4,212
"['Western', 'Adventure']",9086,en,13.689,1990-08-01,Young Guns II,6.4,340
"['Drama', 'Comedy']",243684,en,13.48,2014-10-17,"Men, Women & Children",6.4,679
['Comedy'],15449,fr,6.47,2001-03-28,La Tour Montparnasse Infernale,6.4,581
"['Crime', 'Drama', 'Thriller']",4413,en,14.812,2007-09-14,The Brave One,6.4,605
"['Comedy', 'Horror']",273477,en,31.387,2015-10-23,Scouts Guide to the Zombie Apocalypse,6.4,1311
"['Animation', 'Family', 'Adventure', 'Comedy']",13053,en,40.512,2008-11-21,Bolt,6.4,4462
"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Romance']",10326,en,13.407,1992-12-16,Forever Young,6.4,591
"['Drama', 'Mystery', 'Thriller', 'Crime']",9437,en,18.832,1997-09-29,Kiss the Girls,6.4,991
"['Thriller', 'Crime', 'Mystery']",6687,en,8.99,2008-01-18,TransSiberian,6.4,453
"['Comedy', 'Romance']",515248,en,25.597,2019-04-19,Someone Great,6.4,918
['Drama'],17707,en,12.994,1999-08-13,Brokedown Palace,6.4,255
"['Drama', 'Adventure', 'Romance', 'Thriller']",1907,en,14.909,2000-02-03,The Beach,6.4,3180
"['Action', 'Thriller']",403605,id,23.136,2016-09-24,Headshot,6.4,287
