,popularity,id,video,vote_count,vote_average,title,release_date,original_language,original_title,genre_ids,backdrop_path,adult,overview,poster_path,Unnamed: 0,movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us,month
867,14.573,10437,False,549,7.4,The Muppet Christmas Carol,1992-12-10,en,The Muppet Christmas Carol,"['Music', 'Comedy', 'Family', 'Fantasy', 'Drama']",/gdAieWpwsDRTvJWeXivJHHoH5aa.jpg,False,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",/by3MSAOvy6O80SJU6BnbSSyv4v.jpg,402,The Muppet Christmas Carol,1992,G,104940,85,"Comedy, Drama, Family",64.0,7.7,46666,27.28,12
868,34.451,17654,False,6699,7.4,District 9,2009-08-05,en,District 9,['Science Fiction'],/vR5aTnCCnBrHY33E4robIUmJ4nN.jpg,False,"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.",/tuGlQkqLxnodDSk6mp5c2wvxUEd.jpg,166,District 9,2009,R,1136608,112,"Action, Sci-Fi, Thriller",81.0,7.9,633519,115.65,8
869,13.398,10234,False,1070,7.4,Funny Games,1997-05-14,de,Funny Games,"['Drama', 'Horror', 'Thriller']",/pnDpcvt0advOnkgo7MTQFnIuRet.jpg,False,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",/o8Sxq6dYiYDuH5N6NjjPTTE6oIN.jpg,889,Funny Games,1997,Not Rated,119167,108,"Crime, Drama, Thriller",69.0,7.6,63770,,5
870,15.687,8461,False,1336,6.5,Funny Games,2007-10-20,en,Funny Games,"['Crime', 'Horror', 'Thriller', 'Drama']",/jdJQOvuCl6V8jlPxkVh84az0cdc.jpg,False,"When Ann, husband George, and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive.",/2RGiR5yNmxXS8c4Qypmbqn0b63w.jpg,889,Funny Games,1997,Not Rated,119167,108,"Crime, Drama, Thriller",69.0,7.6,63770,,10
871,28.917,658,False,2293,7.4,Goldfinger,1964-09-20,en,Goldfinger,"['Adventure', 'Action', 'Thriller']",/lh65Y0sUQcRh5UVVgnTOfMUbN2c.jpg,False,"Special agent 007 comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",/laYAUz0xtIHpDYnE4fjUWpvaeX0.jpg,300,Goldfinger,1964,PG,58150,110,"Action, Adventure, Thriller",87.0,7.7,170639,51.08,9
872,69.514,353081,False,5413,7.4,Mission: Impossible - Fallout,2018-07-13,en,Mission: Impossible - Fallout,"['Action', 'Adventure']",/aw4FOsWr2FY373nKSxbpNi3fz4F.jpg,False,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg,71,Mission: Impossible - Fallout,2018,PG-13,4912910,147,"Action, Adventure, Thriller",86.0,7.7,285195,220.16,7
873,29.967,87827,False,10313,7.4,Life of Pi,2012-11-20,en,Life of Pi,"['Adventure', 'Drama', 'Action']",/gK2WR1ZzknlwYCn1ER4cuG0Dmue.jpg,False,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",/mYDKm9HxImm8PRru3KbkHAe1cmk.jpg,151,Life of Pi,2012,PG,454876,127,"Adventure, Drama, Fantasy",79.0,7.9,574152,124.99,11
874,16.796,45317,False,2988,7.4,The Fighter,2010-12-17,en,The Fighter,['Drama'],/1mdpZUp6s38KiKD1TvSuab4aHoL.jpg,False,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",/jcQYWWi2y1vNsGlJJ2jNcFq0y1n.jpg,197,The Fighter,2010,R,964517,116,"Biography, Drama, Sport",79.0,7.8,336514,93.62,12
875,18.925,4147,False,2380,7.4,Road to Perdition,2002-07-12,en,Road to Perdition,"['Crime', 'Drama', 'Thriller']",/1xUQlIMFevh7krDDTOkgBhdS0Wy.jpg,False,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",/8wmMgwra2eKgEdpNz1HYQlGWKdl.jpg,181,Road to Perdition,2002,R,257044,117,"Crime, Drama, Thriller",72.0,7.7,243929,104.45,7
876,14.804,116,False,2841,7.4,Match Point,2005-10-26,en,Match Point,"['Drama', 'Thriller', 'Crime', 'Romance']",/yUJf20GQ5vifhk9QDxUGotAEaLz.jpg,False,"Match Point is Woody Allen’s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would take him far from it - palms start to sweat and a dark psychological match in his head begins.",/pxb7glzXxJ2Ij54RgL6w1ISfBiP.jpg,430,Match Point,2005,R,416320,124,"Drama, Romance, Thriller",72.0,7.6,204227,23.09,10
877,11.507,429174,False,482,7.4,Loveless,2017-06-01,ru,Нелюбовь,['Drama'],/fnWEr4voDR1kp0sXZ1WufM7j2Qp.jpg,False,"Zhenya and Boris are going through a vicious divorce marked by resentment, frustration and recriminations. Already embarking on new lives, each with a new partner, they are impatient to start again, to turn the page – even if it means threatening to abandon their 12-year-old son Alyosha. Until, after witnessing one of their fights, Alyosha disappears...",/oBUsLGZoGuLKMuHj19mjG9iCDoq.jpg,749,Loveless,2017,R,6304162,127,Drama,86.0,7.6,29013,0.57,6
878,10.886,152780,False,339,7.4,The Past,2013-05-17,fr,Le passé,"['Drama', 'Mystery']",/3ddK0Ba1jd81n6yA7gIFbaw5QgG.jpg,False,"After four years apart, Ahmad returns to his wife Marie in Paris in order to progress their divorce. During his brief stay, he cannot help noticing the strained relationship between Marie and her daughter Lucie. As he attempts to improve matters between mother and daughter Ahmad unwittingly lifts the lid on a long buried secret...",/8Up4NRjD2RYsgUA5408Ny0FlhBF.jpg,700,The Past,2013,PG-13,2404461,130,"Drama, Mystery",85.0,7.8,44475,1.33,5
879,48.959,8681,False,8168,7.4,Taken,2008-02-18,en,Taken,"['Action', 'Thriller']",/uyusXmEyS7QI1BMxAlvbXSLxJxI.jpg,False,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",/wrJjDB8SSJJKcpXVf4KAxZIHvBZ.jpg,127,Taken,2008,PG-13,936501,90,"Action, Thriller",51.0,7.8,560684,145.0,2
880,10.686,11816,False,262,7.4,On Golden Pond,1981-12-01,en,On Golden Pond,['Drama'],/j5cE2YUjyzEeRgWHuO2ccDL5Wps.jpg,False,"For Norman and Ethel Thayer, this summer on golden pond is filled with conflict and resolution. When their daughter Chelsea arrives, the family is forced to renew the bonds of love and overcome the generational friction that has existed for years. Norman must find his way through his anger and fear of growing old, while Chelsea struggles to rebuild their relationship. Ethel's consistent support of her ""Knight in shining armor"" is inspirational in its simplicity. This is a movie to ponder and always keep in your heart.",/ic4f03J6pnf9cpQmVDABFhUpbCU.jpg,160,On Golden Pond,1981,PG,82846,109,Drama,68.0,7.6,27263,119.29,12
881,48.988,10144,False,5521,7.4,The Little Mermaid,1989-11-17,en,The Little Mermaid,"['Animation', 'Family', 'Fantasy']",/4w2uPtIo0lFSnQnWg0zVAqPJCLP.jpg,False,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,/plcZXvI310FkbwIptvd6rqk63LP.jpg,169,The Little Mermaid,1989,G,97757,83,"Animation, Family, Fantasy",88.0,7.6,234212,111.54,11
882,81.635,385448,False,678,5.0,The Little Mermaid,2018-08-02,en,The Little Mermaid,"['Adventure', 'Fantasy', 'Romance', 'Drama', 'Family']",/je4MyG770NstNjluJpdJGLNsGm2.jpg,False,A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.,/7Ax9O1wlFL0Cjl8YLwuXDGthovf.jpg,169,The Little Mermaid,1989,G,97757,83,"Animation, Family, Fantasy",88.0,7.6,234212,111.54,8
883,8.866,10669,False,943,7.3,Deliverance,1972-07-30,en,Deliverance,"['Adventure', 'Drama', 'Thriller']",/fXa9YBTUxCbsPKXzRSL1yaFIEBR.jpg,False,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",/2TrAzNJlHyNYYSkQf6asg3rs2Xr.jpg,550,Deliverance,1972,R,68473,109,"Adventure, Drama, Thriller",80.0,7.7,97678,7.06,7
884,10.055,3089,False,265,7.3,Red River,1948-08-26,en,Red River,"['Action', 'Adventure', 'Drama', 'Romance', 'Western']",/iou5MTJBcPBxAhYAJqlnpQP1752.jpg,False,"Headstrong Thomas Dunson starts a thriving Texas cattle ranch with the help of his faithful trail hand, Groot, and his protégé, Matthew Garth, an orphan Dunson took under his wing when Matt was a boy. In need of money following the Civil War, Dunson and Matt lead a cattle drive to Missouri, where they will get a better price than locally, but the crotchety older man and his willful young partner begin to butt heads on the exhausting journey.",/vcTBAss5S1Y0BOVWB35ewDLY3MX.jpg,975,Red River,1948,Passed,40724,133,"Action, Adventure, Drama",,7.8,27720,,8
885,27.536,54138,False,7137,7.3,Star Trek Into Darkness,2013-05-05,en,Star Trek Into Darkness,"['Action', 'Adventure', 'Science Fiction']",/1aS7a9rwrUh6RuDq2A9VowxE9os.jpg,False,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",/Aim3kVNh1MPIxPEFeJrl9e9Uf1a.jpg,65,Star Trek Into Darkness,2013,PG-13,1408101,132,"Action, Adventure, Sci-Fi",72.0,7.7,460242,228.78,5
886,34.208,273481,False,5645,7.3,Sicario,2015-09-17,en,Sicario,"['Action', 'Crime', 'Thriller']",/pU4cI43w33ZMY8gyyWIFSE2YF0P.jpg,False,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,/8ak6UuhRK5ykR3dZ5a3ROCNOqUt.jpg,315,Sicario,2015,R,3397884,121,"Action, Crime, Drama",82.0,7.6,365000,46.89,9
887,20.395,1359,False,5950,7.3,American Psycho,2000-04-13,en,American Psycho,"['Thriller', 'Drama', 'Crime', 'Horror']",/2Tawvc0JMmR9nBXD3nhBThTQP2X.jpg,False,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",/3ddHhfMlZHZCefHDeaP8FzSoH4Y.jpg,477,American Psycho,2000,R,144084,101,"Comedy, Crime, Drama",64.0,7.6,480605,15.07,4
888,14.888,850,False,757,7.3,A Christmas Story,1983-11-18,en,A Christmas Story,"['Comedy', 'Family']",/mScVEkY9eJyBOf81JEHPbWXJEyq.jpg,False,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",/naZ22fATqn5MiYbrskkZbVeiNoM.jpg,444,A Christmas Story,1983,PG,85334,94,"Comedy, Family",77.0,7.9,128102,20.61,11
889,18.399,2666,False,1752,7.3,Dark City,1998-02-27,en,Dark City,"['Mystery', 'Science Fiction']",/bmAzESah8IUNRQX5MqeyUrhE5Pr.jpg,False,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",/4WRQwCnM70ddDaYmH4QBz01kB11.jpg,482,Dark City,1998,R,118929,100,"Mystery, Sci-Fi, Thriller",66.0,7.6,186322,14.38,2
890,17.948,146,False,2049,7.3,"Crouching Tiger, Hidden Dragon",2000-07-06,zh,卧虎藏龙,"['Adventure', 'Drama', 'Action', 'Romance']",/sAgcj4Htn6SQaoEj5yiJes0TBcB.jpg,False,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",/tKqJ6yWtOnTbiA2uzac2gejDqpI.jpg,147,"Crouching Tiger, Hidden Dragon",2000,PG-13,190332,120,"Action, Adventure, Fantasy",94.0,7.8,250879,128.08,7
891,10.916,11499,False,759,7.3,Frost/Nixon,2008-10-15,en,Frost/Nixon,"['Drama', 'History']",/5KhdclGVGzSoVIvtAtVmFxvs34v.jpg,False,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",/nLrRrHZQ40tWqLTY3kxgS4x7GUw.jpg,452,Frost/Nixon,2008,R,870111,122,"Biography, Drama, History",80.0,7.7,102186,18.59,10
892,12.387,892,False,825,7.3,Delicatessen,1991-04-17,fr,Delicatessen,"['Comedy', 'Science Fiction', 'Fantasy']",/e3oepvOm2riHWDxxfrYK9uacLja.jpg,False,This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.,/89yw7xrAhnhGCldvyssPjINJQRb.jpg,678,Delicatessen,1991,R,101700,99,"Comedy, Crime",66.0,7.6,79669,1.79,4
893,15.693,470,False,2077,7.3,21 Grams,2003-03-05,en,21 Grams,"['Drama', 'Crime', 'Thriller']",/7y3MSsXGRVarFglq7FCqlq2mglk.jpg,False,"This is the story of three gentle persons: Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girl; and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably—forever.",/wZ0l6or5juuVWqDkLEgaghs4f9l.jpg,470,21 Grams,2003,R,315733,124,"Crime, Drama, Thriller",70.0,7.6,222523,16.29,3
894,12.837,104,False,1385,7.3,Run Lola Run,1998-08-20,de,Lola rennt,"['Action', 'Drama', 'Thriller']",/iZMePJtU8wAywFKNsvo46P9dMSi.jpg,False,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",/v0giIi4bTILVhNhJajet3WWY3FA.jpg,546,Run Lola Run,1998,R,130827,80,"Crime, Drama, Thriller",77.0,7.6,186951,7.27,8
895,9.606,41201,False,366,7.3,The Illusionist,2010-02-16,fr,L'illusionniste,"['Animation', 'Drama']",/Ah7prZvTvgFzxlfUQSYjLaSijWM.jpg,False,A French illusionist travels to Scotland to work. He meets a young woman in a small village. Their ensuing adventure in Edinburgh changes both their lives forever.,/Ac2tNYW9sRaOhmtMJQuhf2mvo00.jpg,347,The Illusionist,2006,PG-13,443543,110,"Drama, Fantasy, Mystery",68.0,7.6,352231,39.87,2
896,19.844,1491,False,3470,7.3,The Illusionist,2006-08-18,en,The Illusionist,"['Fantasy', 'Drama', 'Thriller', 'Romance']",/goBTeGaT42cVNjXRlRVQDnEmCvI.jpg,False,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",/wlRNgr1AsodUmpUTl3eFz2Hfl20.jpg,347,The Illusionist,2006,PG-13,443543,110,"Drama, Fantasy, Mystery",68.0,7.6,352231,39.87,8
897,35.291,855,False,3781,7.3,Black Hawk Down,2001-12-28,en,Black Hawk Down,"['Action', 'History', 'War']",/mReQOInw7jOOstY6Y9HLUvlXMXD.jpg,False,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",/7fU5dSqKRL4XHeEUz62rCKBfYok.jpg,172,Black Hawk Down,2001,R,265086,144,"Drama, History, War",74.0,7.7,360494,108.64,12
898,17.732,134,False,2585,7.3,"O Brother, Where Art Thou?",2000-08-30,en,"O Brother, Where Art Thou?","['Adventure', 'Comedy', 'Crime']",/9qAqlxaeGsXwwpeSEVDt7LPHLwn.jpg,False,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",/2YztYilviFCYcEtDAnrOstUWGie.jpg,321,"O Brother, Where Art Thou?",2000,PG-13,190590,107,"Adventure, Comedy, Crime",69.0,7.7,281862,45.51,8
899,17.301,37094,False,2230,7.3,Falling Down,1993-02-26,en,Falling Down,"['Crime', 'Drama', 'Thriller']",/ampU0NDvTZKbPdTmOu3NCsPOKo9.jpg,False,"On the day of his daughter's birthday, William ""D-Fens"" Foster is trying to get to the home of his estranged ex-wife to see his daughter. His car breaks down, so he leaves his car in a traffic jam in Los Angeles and decides to walk. He goes to a convenience store and tries to get some change for a phone call, but the Korean owner does not oblige, tipping Foster over the edge. The unstable Foster, so frustrated with the various flaws he sees in society, begins to psychotically and violently lash out against them.",/7ujqyF96Zg3rfrsh9M0cEF0Yzqj.jpg,341,Falling Down,1993,R,106856,113,"Action, Crime, Drama",56.0,7.6,168178,40.9,2
900,12.902,4771,False,2453,7.3,Gone Baby Gone,2007-06-06,en,Gone Baby Gone,"['Crime', 'Drama', 'Mystery']",/xcDiiWTFJ6T3D3qayL1DdlDeQz8.jpg,False,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons - they're not cops and they know the tough neighborhood in which they all live. As the case progresses, Kenzie and Gennaro face drug dealers, gangs and pedophiles. When they are about to solve the case, they are faced with a moral dilemma that tears them apart.",/uIo4a0fCUFth4yVG3QToquAxuRG.jpg,445,Gone Baby Gone,2007,R,452623,114,"Crime, Drama, Mystery",72.0,7.6,247412,20.3,6
901,22.792,9426,False,2631,7.3,The Fly,1986-08-15,en,The Fly,"['Horror', 'Science Fiction']",/j0PrEFTWkZZxDkurX3Vfwa9ceJp.jpg,False,"When Seth Brundle makes a huge scientific and technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one.",/wLnulyRMhZfrXr7qaufBFv5H1us.jpg,342,The Fly,1986,R,91064,96,"Drama, Horror, Sci-Fi",79.0,7.6,157618,40.46,8
902,12.749,11815,False,295,7.1,The Fly,1958-07-16,en,The Fly,"['Drama', 'Horror', 'Science Fiction']",/wpz62HFxCGaMX6jImELAspwqjT1.jpg,False,"Industrialist François Delambre is called late at night by his sister-in-law, Helene Delambre, who tells him that she has just killed her husband, André. Reluctant at first, she eventually explains to the police that André invented a matter transportation apparatus and, while experimenting on himself, a fly entered the chamber during the matter transference.",/gCF6dW2CT5O3MJMvwYXYxxsI32p.jpg,342,The Fly,1986,R,91064,96,"Drama, Horror, Sci-Fi",79.0,7.6,157618,40.46,7
903,10.23,2841,False,758,7.3,A Very Long Engagement,2004-10-26,fr,Un long dimanche de fiançailles,"['Drama', 'Romance', 'War']",/xdxnl5x8it3vLIaivaMP4h5NJNq.jpg,False,"In 1919, Mathilde was 19 years old. Two years earlier, her fiancé Manech left for the front at the Somme. Like millions of others he was ""killed on the field of battle."" It's written in black and white on the official notice. But Mathilde refuses to believe it. If Manech had died, she would know. She hangs on to her intuition as tightly as she would onto the last thread of hope linking her to her lover. A former sergeant tells her in vain that Manech died in the no man's land of a trench named Bingo Crepescule, in the company of four other men condemned to die for self-inflicted wounds. Her path ahead is full of obstacles but Mathilde is not frightened. Anything is possible to someone who is willing to challenge fate...",/t73m7lX0eFYDjlB1Gcb7r3S5Yt.jpg,564,A Very Long Engagement,2004,R,344510,133,"Drama, Mystery, Romance",76.0,7.6,70462,6.17,10
904,12.958,77016,False,2181,7.3,End of Watch,2012-09-20,en,End of Watch,"['Crime', 'Drama', 'Thriller']",/8G8cPVvPjv7N1hckz7BThANZ1Xq.jpg,False,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,/pDeVKQICkcdwwjHxGj0MeS14YJ6.jpg,340,End of Watch,2012,R,1855199,109,"Action, Crime, Drama",68.0,7.6,225877,41.0,9
905,28.021,9470,False,1656,7.3,Kung Fu Hustle,2004-02-10,cn,功夫,"['Action', 'Comedy', 'Crime', 'Fantasy']",/qKNFMQ1BKFkwbnxqavPRMwonaHq.jpg,False,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",/exbyTbrvRUDKN2mcNEuVor4VFQW.jpg,465,Kung Fu Hustle,2004,R,373074,99,"Action, Comedy, Fantasy",78.0,7.7,125832,17.11,2
906,3.126,771,False,7140,7.3,Home Alone,1990-11-16,en,Home Alone,"['Comedy', 'Family']",/ySmjHc3LZd4VmmIa6sgwkMIm6xl.jpg,False,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",/9wSbe4CwObACCQvaUVhWQyLR5Vz.jpg,45,Home Alone,1990,PG,99785,103,"Comedy, Family",63.0,7.6,455928,285.76,11
907,11.857,5506,False,247,7.3,The Ladykillers,1955-12-08,en,The Ladykillers,"['Comedy', 'Crime']",/nXvF27feIPaYMS8RGnLubeKcOjW.jpg,False,"A gang of five diverse oddball criminal types rent a two-room apartment in an old house on a London cul-de-sac from an octogenarian widow with three pet parrots. The group's mastermind, Professor Marcus, tells her a cover story that they are members of an amateur string quintet and would like to use the rooms to hone their musical skills. In reality, they're plotting to rob an armored bank van and plan to use Mrs. Wilberforce's naiveté and her Victorian sensibilities to their advantage.",/9LJ6ZV59Q92LAJAbmb7xm9dUBGU.jpg,959,The Ladykillers,1955,Not Rated,48281,91,"Comedy, Crime",91.0,7.7,25891,,12
908,11.745,5516,False,1022,6.1,The Ladykillers,2004-03-25,en,The Ladykillers,"['Comedy', 'Crime', 'Thriller']",/72WDz4czgJXmR6C9V0J6vCpsf1t.jpg,False,"An eccentric, if not charming Southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord – a sharp old woman.",/l4g9R39NCp6VaYFrw6q8JwKNW9x.jpg,959,The Ladykillers,1955,Not Rated,48281,91,"Comedy, Crime",91.0,7.7,25891,,3
909,12.481,11072,False,1179,7.3,Blazing Saddles,1974-02-07,en,Blazing Saddles,"['Western', 'Comedy']",/tCitxLKMzCxexGlSg4g4IDVC3RM.jpg,False,"A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lemar sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",/vNw1gOEDdYTDeNMuuq8OmiEHrfH.jpg,159,Blazing Saddles,1974,R,71230,93,"Comedy, Western",73.0,7.7,124553,119.5,2
910,9.917,8424,False,1352,7.3,Love Me If You Dare,2003-09-17,fr,Jeux d'enfants,"['Drama', 'Comedy', 'Romance']",/pkDBwOWUjIE1hycR4epPGgfIX4.jpg,False,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",/vvjC5LSMANKvGGDHjIWj1YomPdN.jpg,751,Love Me If You Dare,2003,R,364517,93,"Comedy, Drama, Romance",45.0,7.6,66805,0.55,9
911,21.247,318846,False,6144,7.3,The Big Short,2015-12-11,en,The Big Short,"['Comedy', 'Drama']",/cU7lZD7EMZ2ijHasEH7zjIpNU32.jpg,False,The men who made millions from a global economic meltdown.,/isuQWbJPbjybBEWdcCaBUPmU0XO.jpg,240,The Big Short,2015,R,1596363,130,"Biography, Comedy, Drama",81.0,7.8,353889,70.26,12
912,19.9,180,False,5853,7.3,Minority Report,2002-06-20,en,Minority Report,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",/LFC6sQlVqHRI9DlJDgV4MFmCni.jpg,False,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",/qtgFcnwh9dAFLocsDk2ySDVS8UF.jpg,142,Minority Report,2002,PG-13,181689,145,"Action, Crime, Mystery",80.0,7.6,502650,132.07,6
913,57.253,82690,False,9362,7.3,Wreck-It Ralph,2012-11-01,en,Wreck-It Ralph,"['Family', 'Animation', 'Comedy', 'Adventure']",/1LbX3KV6qv6NoH4zKLGM7Sgtwmg.jpg,False,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",/j8M1kHBAXa6KFNzGnWtdsVsLUro.jpg,91,Wreck-It Ralph,2012,PG,1772341,101,"Animation, Adventure, Comedy",72.0,7.7,374735,189.42,11
914,15.079,15080,False,575,7.3,Only Yesterday,1991-07-20,ja,おもひでぽろぽろ,"['Animation', 'Drama', 'Romance']",/rdv9vlpCB7Q1mGWe1oMYgwbB0zi.jpg,False,"It’s 1982, and Taeko is 27 years old, unmarried, and has lived her whole life in Tokyo. She decides to visit her family in the countryside, and as the train travels through the night, memories flood back of her younger years: the first immature stirrings of romance, the onset of puberty, and the frustrations of math and boys. At the station she is met by young farmer Toshio, and the encounters with him begin to reconnect her to forgotten longings. In lyrical switches between the present and the past, Taeko contemplates the arc of her life, and wonders if she has been true to the dreams of her childhood self.",/51igUXKleGkpzIJMaKXpxtEHngd.jpg,759,Only Yesterday,1991,PG,102587,118,"Animation, Drama, Romance",90.0,7.6,26138,0.45,7
